;Unnamed: 0;ADR_EGAID;STR_ESID;BDG_EGID;ADR_EDID;STN_LABEL;ADR_NUMBER;BDG_CATEGORY;BDG_NAME;ZIP_LABEL;COM_FOSNR;COM_CANTON;ADR_STATUS;ADR_OFFICIAL;ADR_VALID;ADR_MODIFIED;ADR_EASTING;ADR_NORTHING;building_id;dach0_featureId;dach0_flaeche;dach0_gstrahlung;dach0_eignung;dach0_stromertrag;dach1_featureId;dach1_flaeche;dach1_gstrahlung;dach1_eignung;dach1_stromertrag;dach2_featureId;dach2_flaeche;dach2_gstrahlung;dach2_eignung;dach2_stromertrag;dach3_featureId;dach3_flaeche;dach3_gstrahlung;dach3_eignung;dach3_stromertrag;dach4_featureId;dach4_flaeche;dach4_gstrahlung;dach4_eignung;dach4_stromertrag;dach5_featureId;dach5_flaeche;dach5_gstrahlung;dach5_eignung;dach5_stromertrag;dach6_featureId;dach6_flaeche;dach6_gstrahlung;dach6_eignung;dach6_stromertrag;dach7_featureId;dach7_flaeche;dach7_gstrahlung;dach7_eignung;dach7_stromertrag;dach8_featureId;dach8_flaeche;dach8_gstrahlung;dach8_eignung;dach8_stromertrag;dach9_featureId;dach9_flaeche;dach9_gstrahlung;dach9_eignung;dach9_stromertrag;dach10_featureId;dach10_flaeche;dach10_gstrahlung;dach10_eignung;dach10_stromertrag;dach11_featureId;dach11_flaeche;dach11_gstrahlung;dach11_eignung;dach11_stromertrag;dach12_featureId;dach12_flaeche;dach12_gstrahlung;dach12_eignung;dach12_stromertrag;dach13_featureId;dach13_flaeche;dach13_gstrahlung;dach13_eignung;dach13_stromertrag;dach14_featureId;dach14_flaeche;dach14_gstrahlung;dach14_eignung;dach14_stromertrag;dach15_featureId;dach15_flaeche;dach15_gstrahlung;dach15_eignung;dach15_stromertrag;dach16_featureId;dach16_flaeche;dach16_gstrahlung;dach16_eignung;dach16_stromertrag;dach17_featureId;dach17_flaeche;dach17_gstrahlung;dach17_eignung;dach17_stromertrag;dach18_featureId;dach18_flaeche;dach18_gstrahlung;dach18_eignung;dach18_stromertrag;dach19_featureId;dach19_flaeche;dach19_gstrahlung;dach19_eignung;dach19_stromertrag;dach20_featureId;dach20_flaeche;dach20_gstrahlung;dach20_eignung;dach20_stromertrag;dach21_featureId;dach21_flaeche;dach21_gstrahlung;dach21_eignung;dach21_stromertrag;dach22_featureId;dach22_flaeche;dach22_gstrahlung;dach22_eignung;dach22_stromertrag;dach23_featureId;dach23_flaeche;dach23_gstrahlung;dach23_eignung;dach23_stromertrag;dach24_featureId;dach24_flaeche;dach24_gstrahlung;dach24_eignung;dach24_stromertrag
0;492;100862359;10010254;1383157;0;Industriestrasse;1b;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587611;1219145;2437278;13458904;41.46109813;51495;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;7003;13458907;23.27249089;24762;Gut##Bonne##Buona##Good##Gut;3368;13458906;22.59987721;31301;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;4257;13458905;24.01067447;25715;Gut##Bonne##Buona##Good##Gut;3497;13458908;24.63032323;33941;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;4616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;819;102090933;10010247;1383551;0;Brachmattstrasse;11;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587791;1219493;233346;13466214;101.3297868;100418;Mittel##Moyenne##Media##Mean##Mittel;13657;13466213;111.842076;151993;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;20671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;971;100866541;10112479;1383435;0;Chaletweg;7;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587170;1219388;1696366;13461700;6.094880987;7131;Gut##Bonne##Buona##Good##Gut;970;13461698;39.79487065;37726;Mittel##Moyenne##Media##Mean##Mittel;5131;13461695;14.83498928;20635;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;2806;13461699;15.07728952;12378;Mittel##Moyenne##Media##Mean##Mittel;1683;13461697;14.83659144;9540;Gering##Faible##Bassa##Low##Gering;1297;13461696;41.13356922;53391;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;7261;13461701;4.909163501;4909;Gut##Bonne##Buona##Good##Gut;668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1048;100869102;10010246;1383490;0;Bielstrasse;14a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587618;1219439;377451;13462265;42.2678192;53976;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;7341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1249;100869105;10010265;1383493;0;Sonnhalde;5;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587409;1219462;1321248;13461880;86.73334739;76759;Mittel##Moyenne##Media##Mean##Mittel;10439;13461881;86.93009907;115095;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;15653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1642;101959729;10010246;1383588;0;Bielstrasse;43;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587480;1219345;861651;13461992;68.26664246;75503;Gut##Bonne##Buona##Good##Gut;10268;13461993;85.10354698;106294;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;14456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2447;100867710;10086636;1383345;0;Burgersriedstrasse;20;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586826;1219368;1223552;13461382;79.65013666;85146;Gut##Bonne##Buona##Good##Gut;11580;13461383;80.75721861;105711;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;14377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;2631;102383974;10109854;191675232;0;Mettgasse;5a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588161;1219364;905242;13462710;133.962381;161827;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;22008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;2667;100862342;10010250;1383135;0;Friedhofweg;29;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587524;1219224;2163576;13458920;63.28234387;69547;Gut##Bonne##Buona##Good##Gut;9458;13458921;64.28710646;76373;Gut##Bonne##Buona##Good##Gut;10387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;2730;101453789;10003776;190145329;0;Guinandstrasse;34;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587976;1219447;671677;13462401;80.08588172;100428;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;13658;13462400;80.86385956;101403;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;13791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;4119;101959730;10057928;1383607;0;Bahnhofstrasse;8;partly_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587835;1219204;3225109;13459156;30.23163609;35099;Gut##Bonne##Buona##Good##Gut;4773;13459154;30.22639951;39959;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;5434;13459157;66.54145084;91228;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;12407;13459155;71.31180857;80012;Gut##Bonne##Buona##Good##Gut;10882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;4235;100866458;10010246;1383430;0;Bielstrasse;42;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587261;1219336;1517026;13462052;21.55231332;24160;Gut##Bonne##Buona##Good##Gut;3286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;5342;100866427;10010245;1383386;0;Ahornweg;7;other_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586883;1219453;1596924;13461369;129.5042963;132353;Gut##Bonne##Buona##Good##Gut;18000;13461368;123.1343124;173373;Top##Top##Top##Top##Top;23579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;5363;100848530;10086640;1383645;0;Orpundstrasse;3;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588249;1219208;2123629;13459287;74.45814564;54727;Gering##Faible##Bassa##Low##Gering;7443;13459289;34.69257715;28621;Mittel##Moyenne##Media##Mean##Mittel;3892;13459288;82.58004721;121558;Top##Top##Top##Top##Top;16532;13459286;1.849346398;2099;Gut##Bonne##Buona##Good##Gut;285;13459285;29.52080025;25535;Mittel##Moyenne##Media##Mean##Mittel;3473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;5988;101953706;10010250;1383134;0;Friedhofweg;27;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587543;1219226;2565593;13458878;20.7650002;24357;Gut##Bonne##Buona##Good##Gut;3313;13458877;57.24778181;70758;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;9623;13458879;42.60154357;47203;Gut##Bonne##Buona##Good##Gut;6420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;6592;102213468;10086642;1383169;0;Römerstrasse;1;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587584;1218881;3668994;13455914;115.3478698;26761;Gering##Faible##Bassa##Low##Gering;3639;13455913;816.4839387;1027953;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;139802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;6820;100901735;10010253;1383308;0;Haldenstrasse;35;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587052;1219356;1607021;13461654;128.9599592;175515;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;23870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;7503;101935951;10104746;1383672;0;Obergasse;1;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588169;1219305;1889296;13462561;69.9492145;77014;Gut##Bonne##Buona##Good##Gut;10474;13462562;74.66067039;86158;Gut##Bonne##Buona##Good##Gut;11717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;7740;101929434;10104746;1383671;0;Obergasse;22;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587846;1219347;3518224;13462418;87.37395189;76627;Mittel##Moyenne##Media##Mean##Mittel;10421;13462419;64.87896695;94918;Top##Top##Top##Top##Top;12909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;8978;102706819;10109854;191896295;0;Mettgasse;18a;non_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588176;1219430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;9240;100901716;10180446;1383287;0;Tulpenweg;5;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587116;1219346;3345430;13461768;5.068977706;7309;Top##Top##Top##Top##Top;994;13461770;62.77116524;64278;Gut##Bonne##Buona##Good##Gut;8742;13461769;62.03079179;73258;Gut##Bonne##Buona##Good##Gut;9963;13461771;22.29321652;26284;Gut##Bonne##Buona##Good##Gut;3575;13461767;6.012171424;3679;Gering##Faible##Bassa##Low##Gering;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;9257;100866440;10010246;1383405;0;Bielstrasse;55;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587382;1219283;1744557;13461893;69.90889099;81723;Gut##Bonne##Buona##Good##Gut;11114;13461894;64.20102238;64843;Gut##Bonne##Buona##Good##Gut;8819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;10377;101103149;10086636;3069449;0;Burgersriedstrasse;6a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587049;1219473;438515;13461557;27.00121307;38666;Top##Top##Top##Top##Top;5259;13461561;7.931386579;11596;Top##Top##Top##Top##Top;1577;13461562;6.884245978;9975;Top##Top##Top##Top##Top;1357;13461564;10.90811774;15620;Top##Top##Top##Top##Top;2124;13461559;43.11253234;44665;Gut##Bonne##Buona##Good##Gut;6074;13461560;37.68815113;48844;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;6643;13461563;7.341375348;9008;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;1225;13461558;66.57975593;50201;Gering##Faible##Bassa##Low##Gering;6827;13461565;17.99316323;25658;Top##Top##Top##Top##Top;3489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;10417;102084293;10086640;1383644;0;Orpundstrasse;1;partly_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588214;1219202;3755382;13459250;158.8973888;235486;Top##Top##Top##Top##Top;32026;13459248;110.9719867;87890;Gering##Faible##Bassa##Low##Gering;11953;13459249;110.3828834;125616;Gut##Bonne##Buona##Good##Gut;17084;13459251;68.72893077;80619;Gut##Bonne##Buona##Good##Gut;10964;13459247;45.63685057;53897;Gut##Bonne##Buona##Good##Gut;7330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;11168;101936777;10010247;1383556;0;Brachmattstrasse;21;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587814;1219618;1467341;13466254;160.3953741;200655;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;27289;13466255;155.9752652;180619;Gut##Bonne##Buona##Good##Gut;24564;13466257;104.4205687;117264;Gut##Bonne##Buona##Good##Gut;15948;13466256;92.81836053;116394;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;15830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;11297;100869115;10057929;1383503;0;Bärletweg;11;partly_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587504;1219531;1987464;13466061;81.8934658;110556;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;15036;13466059;385.150376;527271;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;71709;13466058;363.0998252;388880;Gut##Bonne##Buona##Good##Gut;52888;13466060;80.22481346;81107;Gut##Bonne##Buona##Good##Gut;11031;13466057;363.0032856;380064;Gut##Bonne##Buona##Good##Gut;51689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;13021;101935950;10086636;1383278;0;Burgersriedstrasse;27;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586790;1219322;2077693;13461350;78.54651244;98262;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;13364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;13188;100848572;10109854;1383703;0;Mettgasse;18;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588186;1219438;2657128;13462624;28.75189276;34732;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;4724;13462627;17.8357768;19994;Gut##Bonne##Buona##Good##Gut;2719;13462623;35.18224518;33036;Mittel##Moyenne##Media##Mean##Mittel;4493;13462628;12.55473298;17815;Top##Top##Top##Top##Top;2423;13462626;32.27719819;40346;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;5487;13462625;22.62522851;32626;Top##Top##Top##Top##Top;4437;13462622;10.90617751;12695;Gut##Bonne##Buona##Good##Gut;1727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;13208;100869173;10010246;1383589;0;Bielstrasse;45;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587457;1219343;1367307;13461974;63.68089948;78264;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;10644;13461975;61.37495395;63462;Gut##Bonne##Buona##Good##Gut;8631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;13620;102099401;10010246;191352510;0;Bielstrasse;28c;non_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587454;1219369;1110808;13462000;45.0387285;52650;Gut##Bonne##Buona##Good##Gut;7160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;14294;100867707;10086636;1383342;0;Burgersriedstrasse;14;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586908;1219393;3040401;13461502;5.14843372;4242;Mittel##Moyenne##Media##Mean##Mittel;577;13461503;3.716007686;5425;Top##Top##Top##Top##Top;738;13461505;100.2622141;104172;Gut##Bonne##Buona##Good##Gut;14167;13461504;82.32916406;107357;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;14601;13461506;10.01056451;13034;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;1773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;14585;100867712;10010253;1383347;0;Haldenstrasse;14;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586784;1219359;1745348;13461332;4.158741627;4275;Gut##Bonne##Buona##Good##Gut;581;13461333;25.71612025;29239;Gut##Bonne##Buona##Good##Gut;3977;13461330;63.63085093;75848;Gut##Bonne##Buona##Good##Gut;10315;13461329;71.25424132;71539;Gut##Bonne##Buona##Good##Gut;9729;13461331;33.27551469;35039;Gut##Bonne##Buona##Good##Gut;4765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;14682;100869139;10010264;1383535;0;Rosenweg;1;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587705;1219604;634298;13466114;33.35006184;15408;Gering##Faible##Bassa##Low##Gering;2095;13466113;170.4049681;238908;Top##Top##Top##Top##Top;32491;13466115;39.17329035;18098;Gering##Faible##Bassa##Low##Gering;2461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15028;100867722;10086643;1383361;0;Waldeckstrasse;10;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586947;1219528;3257980;13466000;128.6681782;168427;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;22906;13466001;68.67007319;74370;Gut##Bonne##Buona##Good##Gut;10114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;15628;101769203;10104746;190504516;0;Obergasse;21a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587901;1219312;397994;13462305;92.49310038;58363;Gering##Faible##Bassa##Low##Gering;7937;13462308;1.557997531;1748;Gut##Bonne##Buona##Good##Gut;238;13462300;49.16002521;46751;Mittel##Moyenne##Media##Mean##Mittel;6358;13462303;25.77049089;27652;Gut##Bonne##Buona##Good##Gut;3761;13462301;24.07786684;20972;Mittel##Moyenne##Media##Mean##Mittel;2852;13462311;19.29945733;19994;Gut##Bonne##Buona##Good##Gut;2719;13462306;24.0961995;26843;Gut##Bonne##Buona##Good##Gut;3651;13462304;111.0989194;160538;Top##Top##Top##Top##Top;21833;13462302;128.0398432;71062;Gering##Faible##Bassa##Low##Gering;9664;13462312;0.330707856;481;Top##Top##Top##Top##Top;65;13462313;63.42467013;92473;Top##Top##Top##Top##Top;12576;13462309;1.793692347;1704;Mittel##Moyenne##Media##Mean##Mittel;232;13462307;12.31486464;17930;Top##Top##Top##Top##Top;2438;13462310;18.42720069;21689;Gut##Bonne##Buona##Good##Gut;2950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;15790;100862353;10010254;1383149;0;Industriestrasse;12c;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587440;1219170;2069726;13458858;154.9182816;176762;Gut##Bonne##Buona##Good##Gut;24040;13458857;89.76124571;109688;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;14918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;16102;101954168;10010262;1383451;0;Rainpark;13;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587270;1219454;3446151;13461887;14.62048567;11755;Mittel##Moyenne##Media##Mean##Mittel;1599;13461886;164.5514575;205031;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;27884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;16660;100849910;10086642;1383770;0;Römerstrasse;17;non_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586557;1218947;2337958;13455817;333.0937443;398380;Gut##Bonne##Buona##Good##Gut;54180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;16858;101738992;10112480;190226067;1;Hauptstrasse;12a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588086;1219248;1745620;13459321;223.5253265;196702;Mittel##Moyenne##Media##Mean##Mittel;26751;13459320;214.398352;314737;Top##Top##Top##Top##Top;42804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;18055;100849921;10086640;1383832;0;Orpundstrasse;24a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588470;1219271;29209;13462793;2.199392116;1190;Gering##Faible##Bassa##Low##Gering;162;13462794;6.208938608;8885;Top##Top##Top##Top##Top;1208;13462796;104.9242612;86667;Mittel##Moyenne##Media##Mean##Mittel;11787;13462795;110.1517327;125793;Gut##Bonne##Buona##Good##Gut;17108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
