;Unnamed: 0;ADR_EGAID;STR_ESID;BDG_EGID;ADR_EDID;STN_LABEL;ADR_NUMBER;BDG_CATEGORY;BDG_NAME;ZIP_LABEL;COM_FOSNR;COM_CANTON;ADR_STATUS;ADR_OFFICIAL;ADR_VALID;ADR_MODIFIED;ADR_EASTING;ADR_NORTHING;building_id;dach0_featureId;dach0_flaeche;dach0_gstrahlung;dach0_eignung;dach0_stromertrag;dach1_featureId;dach1_flaeche;dach1_gstrahlung;dach1_eignung;dach1_stromertrag;dach2_featureId;dach2_flaeche;dach2_gstrahlung;dach2_eignung;dach2_stromertrag;dach3_featureId;dach3_flaeche;dach3_gstrahlung;dach3_eignung;dach3_stromertrag;dach4_featureId;dach4_flaeche;dach4_gstrahlung;dach4_eignung;dach4_stromertrag;dach5_featureId;dach5_flaeche;dach5_gstrahlung;dach5_eignung;dach5_stromertrag;dach6_featureId;dach6_flaeche;dach6_gstrahlung;dach6_eignung;dach6_stromertrag;dach7_featureId;dach7_flaeche;dach7_gstrahlung;dach7_eignung;dach7_stromertrag;dach8_featureId;dach8_flaeche;dach8_gstrahlung;dach8_eignung;dach8_stromertrag;dach9_featureId;dach9_flaeche;dach9_gstrahlung;dach9_eignung;dach9_stromertrag;dach10_featureId;dach10_flaeche;dach10_gstrahlung;dach10_eignung;dach10_stromertrag;dach11_featureId;dach11_flaeche;dach11_gstrahlung;dach11_eignung;dach11_stromertrag;dach12_featureId;dach12_flaeche;dach12_gstrahlung;dach12_eignung;dach12_stromertrag;dach13_featureId;dach13_flaeche;dach13_gstrahlung;dach13_eignung;dach13_stromertrag;dach14_featureId;dach14_flaeche;dach14_gstrahlung;dach14_eignung;dach14_stromertrag;dach15_featureId;dach15_flaeche;dach15_gstrahlung;dach15_eignung;dach15_stromertrag;dach16_featureId;dach16_flaeche;dach16_gstrahlung;dach16_eignung;dach16_stromertrag;dach17_featureId;dach17_flaeche;dach17_gstrahlung;dach17_eignung;dach17_stromertrag;dach18_featureId;dach18_flaeche;dach18_gstrahlung;dach18_eignung;dach18_stromertrag;dach19_featureId;dach19_flaeche;dach19_gstrahlung;dach19_eignung;dach19_stromertrag;dach20_featureId;dach20_flaeche;dach20_gstrahlung;dach20_eignung;dach20_stromertrag;dach21_featureId;dach21_flaeche;dach21_gstrahlung;dach21_eignung;dach21_stromertrag;dach22_featureId;dach22_flaeche;dach22_gstrahlung;dach22_eignung;dach22_stromertrag;dach23_featureId;dach23_flaeche;dach23_gstrahlung;dach23_eignung;dach23_stromertrag;dach24_featureId;dach24_flaeche;dach24_gstrahlung;dach24_eignung;dach24_stromertrag
573;233968;102003244;10112480;191253393;0;Hauptstrasse;6;partly_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588120;1219210;1115466;13459206;174.1068345;256111;Top##Top##Top##Top##Top;34831;13459205;170.7814917;137479;Mittel##Moyenne##Media##Mean##Mittel;18697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;234088;100869125;10057929;1383515;0;Bärletweg;30;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587653;1219614;2861443;13466107;61.18062132;67910;Gut##Bonne##Buona##Good##Gut;9236;13466106;59.89346786;76364;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;10386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;234205;100849903;10086641;1383753;0;Prateiweg;3;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2589302;1219821;1099794;13469669;58.55218387;69736;Gut##Bonne##Buona##Good##Gut;9484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;234692;101324060;10180643;190030200;0;Gottstattstrasse;3;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588108;1219480;926917;13462512;115.2620062;142810;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;19422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;235700;101936008;10086638;1383721;0;Klosterstrasse;10;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588397;1219436;1020470;13462791;71.16341413;72800;Gut##Bonne##Buona##Good##Gut;9901;13462792;51.17731755;72109;Top##Top##Top##Top##Top;9807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;236070;100900145;10010250;1383216;0;Friedhofweg;17;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587628;1219203;1475855;13458990;116.5868978;162406;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;22087;13458989;120.3612702;112538;Mittel##Moyenne##Media##Mean##Mittel;15305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;236358;100848525;10112480;1383636;0;Hauptstrasse;11;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588084;1219187;3096294;13459347;92.38935706;101259;Gut##Bonne##Buona##Good##Gut;13771;13459346;70.43843851;82202;Gut##Bonne##Buona##Good##Gut;11179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;236592;101963482;10057929;1383510;0;Bärletweg;4;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587716;1219456;570926;13462199;66.97079644;48487;Gering##Faible##Bassa##Low##Gering;6594;13462196;5.888514904;7202;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;979;13462198;65.30036587;94294;Top##Top##Top##Top##Top;12824;13462197;5.523609998;4944;Mittel##Moyenne##Media##Mean##Mittel;672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;236859;101932698;10010246;1383604;0;Bielstrasse;4;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587872;1219298;3491555;13462471;24.64290933;34673;Top##Top##Top##Top##Top;4716;13462468;27.23298876;38644;Top##Top##Top##Top##Top;5256;13462473;11.52286084;14012;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;1906;13462472;11.52389133;9115;Gering##Faible##Bassa##Low##Gering;1240;13462470;24.95579954;17444;Gering##Faible##Bassa##Low##Gering;2372;13462469;20.30603963;18580;Mittel##Moyenne##Media##Mean##Mittel;2527;13462467;20.3083072;26198;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;3563;13462466;27.23374526;22795;Mittel##Moyenne##Media##Mean##Mittel;3100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;237738;101954980;10010245;1383393;0;Ahornweg;19;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586825;1219424;2088198;13461526;98.09012607;137130;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;18650;13461527;80.24425005;75751;Mittel##Moyenne##Media##Mean##Mittel;10302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;239843;101101839;10112479;3069462;0;Chaletweg;5a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587180;1219363;1427868;13461676;113.7279489;161266;Top##Top##Top##Top##Top;21932;13461677;94.87094019;90033;Mittel##Moyenne##Media##Mean##Mittel;12244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;239991;100862349;10010254;1383145;0;Industriestrasse;10a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587468;1219167;1478661;13458845;155.3108425;175346;Gut##Bonne##Buona##Good##Gut;23847;13458844;78.71270461;98312;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;13370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;240028;101960473;10010253;1383320;0;Haldenstrasse;21;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586896;1219316;1758652;13461288;83.80132244;80952;Mittel##Moyenne##Media##Mean##Mittel;11009;13461287;58.71960924;82266;Top##Top##Top##Top##Top;11188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;241963;101963484;10112480;1383617;0;Hauptstrasse;24;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587927;1219265;192088;13462435;0.694191714;687;Mittel##Moyenne##Media##Mean##Mittel;93;13462433;40.18027886;57177;Top##Top##Top##Top##Top;7776;13462429;6.247030226;5504;Mittel##Moyenne##Media##Mean##Mittel;749;13462430;258.7220653;165841;Gering##Faible##Bassa##Low##Gering;22554;13462431;91.86816732;107578;Gut##Bonne##Buona##Good##Gut;14631;13462434;104.9341312;114273;Gut##Bonne##Buona##Good##Gut;15541;13462432;131.9899362;189406;Top##Top##Top##Top##Top;25759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;242171;101104562;10010264;3069472;0;Rosenweg;8;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587756;1219598;3034661;13466186;47.37313112;61396;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;8350;13466187;60.29320709;63248;Gut##Bonne##Buona##Good##Gut;8602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;242659;100868005;10104746;1383680;0;Obergasse;19;other_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587942;1219306;1414062;13462365;60.5744488;85955;Top##Top##Top##Top##Top;11690;13462363;165.81448;123034;Gering##Faible##Bassa##Low##Gering;16733;13462364;167.936652;247539;Top##Top##Top##Top##Top;33665;13462366;35.41291748;35732;Gut##Bonne##Buona##Good##Gut;4860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;242738;100848505;10057928;1383606;0;Bahnhofstrasse;4;other_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587859;1219226;3270658;13459070;87.24958283;75035;Mittel##Moyenne##Media##Mean##Mittel;10205;13459077;13.7114559;17016;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;2314;13459075;49.76579906;72359;Top##Top##Top##Top##Top;9841;13459076;13.70472013;12951;Mittel##Moyenne##Media##Mean##Mittel;1761;13459073;47.22523634;48595;Gut##Bonne##Buona##Good##Gut;6609;13459071;47.21794365;60581;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;8239;13459074;50.2063265;35747;Gering##Faible##Bassa##Low##Gering;4862;13459072;87.25529792;126782;Top##Top##Top##Top##Top;17242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;243840;100869107;10010265;1383495;0;Sonnhalde;9;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587371;1219489;1621829;13461883;110.1795325;99051;Mittel##Moyenne##Media##Mean##Mittel;13471;13461882;108.0207775;154254;Top##Top##Top##Top##Top;20979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;244607;101932055;10109855;1383759;0;Wasserstrasse;5;non_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587187;1218810;2520678;13455882;596.3365359;726338;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;98782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;244714;100908127;10057931;1383246;0;Kanalweg;36;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587921;1218963;1822089;13455993;53.77055173;61083;Gut##Bonne##Buona##Good##Gut;8307;13455994;49.40730162;66552;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;9051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;245077;100848522;10136413;1383631;0;Poststrasse;5;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588020;1219135;428942;13459307;82.94206699;108322;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;14732;13459306;83.87623353;85302;Gut##Bonne##Buona##Good##Gut;11601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;245389;101935975;10010245;1383384;0;Ahornweg;12;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586873;1219495;2019045;13461375;55.88387314;53816;Mittel##Moyenne##Media##Mean##Mittel;7319;13461372;27.20009069;38026;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;5172;13461373;54.97522441;70753;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;9622;13461374;27.20080389;17490;Gering##Faible##Bassa##Low##Gering;2379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;245470;102206641;10010246;1383425;0;Bielstrasse;30;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587399;1219352;2793761;13461962;40.2779237;40842;Gut##Bonne##Buona##Good##Gut;5555;13461961;62.11722403;81436;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;11075;13461963;63.83607023;72773;Gut##Bonne##Buona##Good##Gut;9897;13461960;40.28862728;56767;Top##Top##Top##Top##Top;7720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;245551;100863676;10010261;1383190;0;Pfeidstrasse;8;other_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587729;1219074;2846422;13458934;221.2502615;286298;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;38937;13458933;223.3303485;226680;Gut##Bonne##Buona##Good##Gut;30828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;245964;102219266;10112479;190182396;0;Chaletweg;6a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587204;1219380;1941629;13461680;99.27970464;88458;Mittel##Moyenne##Media##Mean##Mittel;12030;13461681;97.55537373;139309;Top##Top##Top##Top##Top;18946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;245998;101954972;10136717;1383375;0;Eschenweg;11;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586926;1219577;1492811;13466022;4.954910123;7081;Top##Top##Top##Top##Top;963;13466021;4.226258097;3060;Gering##Faible##Bassa##Low##Gering;416;13466023;97.36244383;93078;Mittel##Moyenne##Media##Mean##Mittel;12659;13466024;71.16834803;90740;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;12341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;246002;100908122;10130222;1383239;0;Aarestrasse;11;other_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587835;1219030;2330833;13459153;37.2097685;46884;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;6376;13459152;407.3819335;489266;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;66540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;246064;100863681;10010261;1383195;0;Pfeidstrasse;20;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587671;1218969;2745272;13455943;79.9323399;112465;Top##Top##Top##Top##Top;15295;13455944;212.5767466;203011;Mittel##Moyenne##Media##Mean##Mittel;27609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;246385;100867709;10086636;1383344;0;Burgersriedstrasse;18;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586852;1219375;3215897;13461281;35.27991234;50239;Top##Top##Top##Top##Top;6833;13461279;35.27533212;31466;Mittel##Moyenne##Media##Mean##Mittel;4279;13461280;59.59899679;77777;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;10578;13461282;60.54578176;67751;Gut##Bonne##Buona##Good##Gut;9214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;246400;101954171;10057934;1383519;0;Rebhalde;4;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587682;1219555;629117;13466089;61.36715735;78857;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;10725;13466090;68.27543466;71689;Gut##Bonne##Buona##Good##Gut;9750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;246538;100848529;10010257;1383643;0;Ländteweg;13;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588373;1219182;3425116;13459570;60.78708516;71790;Gut##Bonne##Buona##Good##Gut;9763;13459569;41.89956799;45084;Gut##Bonne##Buona##Good##Gut;6131;13459571;6.739793843;9719;Top##Top##Top##Top##Top;1322;13459572;46.42926276;46801;Gut##Bonne##Buona##Good##Gut;6365;13459567;26.51960954;30179;Gut##Bonne##Buona##Good##Gut;4104;13459568;5.738842233;3225;Gering##Faible##Bassa##Low##Gering;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;246548;100849874;10109854;1383709;0;Mettgasse;6a;other_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2588240;1219267;3115418;13462695;75.31276607;89848;Gut##Bonne##Buona##Good##Gut;12219;13462696;30.12842247;27658;Mittel##Moyenne##Media##Mean##Mittel;3761;13462694;58.55348837;58202;Mittel##Moyenne##Media##Mean##Mittel;7915;13462697;35.02007058;35510;Gut##Bonne##Buona##Good##Gut;4829;13462698;30.72622845;33000;Gut##Bonne##Buona##Good##Gut;4488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;246750;101103151;10010264;3069451;0;Rosenweg;21;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587809;1219657;681335;13466204;242.384326;280439;Gut##Bonne##Buona##Good##Gut;38140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;247287;100849904;10086641;1383754;0;Prateiweg;2;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2589313;1219844;533012;13469667;174.8964636;191512;Gut##Bonne##Buona##Good##Gut;26046;13469668;74.69082423;101580;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;13815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;247298;100869120;10057929;1383509;0;Bärletweg;2;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587724;1219424;1876919;13462145;119.023599;175560;Top##Top##Top##Top##Top;23876;13462147;11.84850873;10012;Mittel##Moyenne##Media##Mean##Mittel;1362;13462146;169.7470653;124764;Gering##Faible##Bassa##Low##Gering;16968;13462144;31.54144287;35926;Gut##Bonne##Buona##Good##Gut;4886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;247642;101621975;10010246;190182563;0;Bielstrasse;36;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587336;1219374;599413;13461968;86.68974248;98740;Gut##Bonne##Buona##Good##Gut;13429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;248009;101954968;10010250;1383141;0;Friedhofweg;41;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587458;1219202;492591;13458848;156.9789119;179113;Gut##Bonne##Buona##Good##Gut;24359;13458847;80.1220666;101034;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;13741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;248263;100862360;10010254;1383158;0;Industriestrasse;1a;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587607;1219150;2437278;13458904;41.46109813;51495;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;7003;13458907;23.27249089;24762;Gut##Bonne##Buona##Good##Gut;3368;13458906;22.59987721;31301;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;4257;13458905;24.01067447;25715;Gut##Bonne##Buona##Good##Gut;3497;13458908;24.63032323;33941;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;4616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;248875;101937792;10010249;1383983;0;Erlenstrasse;2a;non_residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587615;1218825;609509;13455912;298.5068735;303880;Gut##Bonne##Buona##Good##Gut;41328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;249104;101963474;10010246;1383265;0;Bielstrasse;77;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2586907;1219236;2097802;13458755;17.00950616;17333;Gut##Bonne##Buona##Good##Gut;2357;13458753;17.00768179;14882;Mittel##Moyenne##Media##Mean##Mittel;2024;13458754;50.75543155;73748;Top##Top##Top##Top##Top;10030;13458756;53.31017935;40569;Gering##Faible##Bassa##Low##Gering;5517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;249211;100867929;10010247;1383555;0;Brachmattstrasse;19;residential;;2555 Brügg BE;733;BE;real;TRUE;TRUE;24.07.2021;2587823;1219609;1467341;13466254;160.3953741;200655;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;27289;13466255;155.9752652;180619;Gut##Bonne##Buona##Good##Gut;24564;13466257;104.4205687;117264;Gut##Bonne##Buona##Good##Gut;15948;13466256;92.81836053;116394;Sehr gut##Trés bonne##Molto buona##Very good##Sehr gut;15830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
