,ADR_EGAID,STR_ESID,BDG_EGID,ADR_EDID,STN_LABEL,ADR_NUMBER,BDG_CATEGORY,BDG_NAME,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_VALID,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
170347,100908131,10010261,1383251,0,Pfeidstrasse,4,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587803,1219143
171028,101954984,10010262,1383463,0,Rainpark,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587262,1219464
171346,100849873,10109854,1383707,0,Mettgasse,1,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588191,1219232
171433,101474830,10003776,190145320,0,Guinandstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587952,1219485
171554,101998932,10112480,191253392,0,Hauptstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588138,1219272
173242,101936789,10104746,1383670,0,Obergasse,20,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587884,1219340
173387,100863670,10010260,1383183,0,Neubrückstrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587818,1218894
173700,102208803,10010245,1383385,0,Ahornweg,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586861,1219517
173733,100866448,10010246,1383415,0,Bielstrasse,65c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587223,1219269
174028,101954174,10109854,1383712,0,Mettgasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588196,1219332
174291,100869103,10010265,1383491,0,Sonnhalde,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587440,1219412
174906,100867925,10010247,1383549,0,Brachmattstrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587774,1219466
175658,101342657,10010254,9081400,0,Industriestrasse,26,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586982,1219102
175768,100848510,10112480,1383614,0,Hauptstrasse,18,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587996,1219252
176441,100863690,10010250,1383210,0,Friedhofweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587711,1219134
177406,100848544,10104746,1383661,0,Obergasse,2,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588172,1219324
177421,100863661,10010261,1383174,0,Pfeidstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587725,1218971
177424,100848519,10057931,1383628,0,Kanalweg,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588071,1219075
177431,100848546,10104746,1383664,0,Obergasse,8,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588082,1219324
177584,100900146,10010254,1383219,0,Industriestrasse,4b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587575,1219174
177969,100863675,10010260,1383189,0,Neubrückstrasse,26,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587786,1218922
178420,100849924,10010258,1383879,0,Moosweg,1,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586943,1219152
178771,100866429,10010245,1383388,0,Ahornweg,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586895,1219420
178965,101954979,10010246,1383411,0,Bielstrasse,63,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587243,1219290
179003,100869154,10010255,1383563,0,Kreuzgasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588031,1219462
179324,101929342,10086643,3069454,0,Waldeckstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586957,1219456
179762,100869114,10057929,1383502,0,Bärletweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587639,1219460
180455,100867928,10010247,1383554,0,Brachmattstrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587831,1219600
180706,102408862,10086637,191706255,0,Hofmatt,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588359,1219363
181256,101612479,10010253,190182376,0,Haldenstrasse,29,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586998,1219347
181372,102212405,10010254,9081399,0,Industriestrasse,28,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586956,1219108
181529,101942124,10136717,1383376,0,Eschenweg,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586910,1219595
181737,100849885,10057930,1383724,0,Gummenstrasse,29,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588373,1219566
182116,102199297,10112479,191529932,0,Chaletweg,9a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587157,1219409
182890,101943839,10057933,1383801,0,Portstrasse,44b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586219,1219011
183687,100901732,10010253,1383305,0,Haldenstrasse,37,residential,,2555 Brügg BE,733,BE,real,True,True,15.01.2022,2587077,1219356
183862,100901710,10010246,1383276,0,Bielstrasse,86a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586781,1219282
184019,101971310,10112480,1383613,0,Hauptstrasse,16,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588016,1219250
184675,100901734,10010253,1383307,0,Haldenstrasse,36,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587057,1219336
185546,100848517,10057931,1383625,0,Kanalweg,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588092,1219084
186615,100867804,10010263,1383473,0,Rainstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587242,1219447
186750,101963458,10130222,1383254,0,Aarestrasse,2,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587895,1219037
186752,101971312,10104746,1383668,0,Obergasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587993,1219320
187032,102089974,10010246,1383423,1,Bielstrasse,28a,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587441,1219366
187554,100863850,10010263,1383337,0,Rainstrasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587099,1219504
187587,100848520,10057931,1383629,0,Kanalweg,24,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588031,1219066
187991,100866545,10010263,1383441,0,Rainstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,31.08.2021,2587365,1219430
188455,101929336,10010249,1383976,0,Erlenstrasse,32,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587300,1218748
188670,102129088,10010263,191399070,0,Rainstrasse,19b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587194,1219432
189581,100866433,10010245,1383396,0,Ahornweg,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586822,1219452
189841,102190622,10010259,190115630,0,Mühleweg,1d,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588817,1219394
189879,101953778,10010246,1383601,0,Bielstrasse,5,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587833,1219299
190113,100866543,10010263,1383438,0,Rainstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587377,1219393
190464,101944886,10010263,3069452,0,Rainstrasse,15b,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587242,1219415
190792,100869127,10057934,1383517,0,Rebhalde,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587676,1219532
191525,100867784,10010262,1383447,0,Rainpark,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587292,1219461
191907,101976194,10086641,1383755,0,Prateiweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2589256,1219767
192787,100862344,10010250,1383137,0,Friedhofweg,33,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587477,1219220
193094,101971308,10010262,1383481,0,Rainpark,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587286,1219475
193638,101945988,10057934,1383531,0,Rebhalde,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587770,1219692
193854,100848511,10112480,1383615,0,Hauptstrasse,20,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587973,1219259
194122,101937791,10010252,1383569,0,Grünweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587717,1219360
194189,100849888,10086640,1383727,0,Orpundstrasse,7,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588268,1219238
194455,100849927,10057932,1383889,0,Mattenstrasse,11,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587544,1219292
194663,101932056,10112479,1383436,0,Chaletweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587185,1219395
195340,102217553,10010246,191553791,0,Bielstrasse,28,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587428,1219362
195715,101780165,10086636,190541693,0,Burgersriedstrasse,4a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587090,1219473
196416,100867721,10086643,1383359,0,Waldeckstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587001,1219515
196766,100908113,10010250,1383228,0,Friedhofweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587719,1219156
197238,100901749,10086636,1383326,0,Burgersriedstrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586942,1219372
197394,101104561,10010264,3069471,0,Rosenweg,6,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587745,1219593
197488,101937794,10057934,1383527,0,Rebhalde,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587678,1219722
197852,100867801,10010263,1383469,0,Rainstrasse,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587289,1219366
198110,102293354,10205512,191614590,0,Goldenmattweg,10,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587549,1219853
198383,100863667,10010260,1383182,0,Neubrückstrasse,15,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587810,1218904
198758,100849918,10010261,1383810,0,Pfeidstrasse,33,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587579,1218946
198763,102171868,10112480,191482374,0,Hauptstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588134,1219241
199604,100867790,10010262,1383454,0,Rainpark,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587289,1219476
199818,100869138,10057934,1383534,0,Rebhalde,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587831,1219712
199920,101929341,10057931,1383623,0,Kanalweg,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588108,1219091
199984,101959731,10112480,1383635,0,Hauptstrasse,7,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588135,1219178
200404,101944196,10086636,190541692,0,Burgersriedstrasse,4b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587085,1219471
200553,102422726,10086638,191727453,0,Klosterstrasse,15,residential,,2555 Brügg BE,733,BE,planned,True,False,24.07.2021,2588468,1219331
200558,100908125,10136413,1383242,0,Poststrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587973,1219147
200668,101454740,10003776,190145324,0,Guinandstrasse,26,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587956,1219479
201286,101971311,10057931,1383627,0,Kanalweg,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588074,1219126
201542,102443266,10086638,191752434,0,Klosterstrasse,13a,non_residential,,2555 Brügg BE,733,BE,planned,True,False,24.07.2021,2588435,1219387
201587,100849948,10057929,1384037,0,Bärletweg,9,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587617,1219557
201758,101218877,10057932,9040256,0,Mattenstrasse,6a,non_residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587660,1219317
203743,100849915,10136413,1383795,0,Poststrasse,13,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587943,1219118
204633,101937790,10136717,1383365,0,Eschenweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587012,1219613
205161,100863660,10010261,1383173,0,Pfeidstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587711,1218979
205260,101960474,10010245,1383389,0,Ahornweg,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586850,1219437
206019,100862355,10010250,1383152,0,Friedhofweg,47,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587432,1219199
207113,101954974,10112482,1383504,0,Schulstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587535,1219437
208616,100863665,10010260,1383180,0,Neubrückstrasse,36,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587715,1218892
209330,101235256,10010264,90000603,0,Rosenweg,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587777,1219611
209539,101963457,10010254,1383217,0,Industriestrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587599,1219183
209573,100867733,10136717,1383374,0,Eschenweg,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586918,1219595
210604,100869118,10112482,1383507,0,Schulstrasse,3a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587526,1219447
210870,102519181,10104746,191817683,0,Obergasse,16g,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587981,1219349
211962,101933648,10010250,1383203,0,Friedhofweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587695,1219095
213264,100849916,10057933,1383805,0,Portstrasse,40,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586266,1218866
213316,100901730,10086635,1383303,0,Birkenweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587067,1219385
213633,100849919,10112481,1383822,0,Pfeideck,5,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587622,1219015
214322,100901725,10010246,1383297,0,Bielstrasse,68,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587006,1219281
214332,100848719,10010254,1383916,0,Industriestrasse,20,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587187,1219090
214850,101963456,10112481,1383201,0,Pfeideck,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587670,1219070
215195,102519184,10104746,191817686,0,Obergasse,16c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588004,1219347
215603,100863688,10010250,1383207,0,Friedhofweg,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587689,1219152
215939,100901748,10086636,1383325,0,Burgersriedstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586915,1219366
216254,100867786,10010262,1383449,0,Rainpark,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587285,1219457
216879,100849894,10086640,1383737,0,Orpundstrasse,21b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588406,1219346
217178,100863686,10112481,1383202,0,Pfeideck,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587625,1219106
218101,100849897,10086640,1383742,0,Orpundstrasse,30a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588613,1219308
218197,102609304,10086640,191866996,0,Orpundstrasse,32d,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588636,1219321
218546,102212642,10010265,1383499,0,Sonnhalde,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587457,1219430
219251,100849928,10057932,1383893,0,Mattenstrasse,6,partly_residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587645,1219322
219571,101103152,10010263,3069453,0,Rainstrasse,15c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587254,1219391
220143,101929339,10010254,1383155,0,Industriestrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587533,1219144
220477,100863689,10010250,1383208,0,Friedhofweg,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587682,1219146
220815,100848516,10057931,1383624,0,Kanalweg,12a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588100,1219120
221157,101932696,10010246,1383402,0,Bielstrasse,51a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587419,1219292
221601,100867792,10010262,1383456,0,Rainpark,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587285,1219485
221800,100961461,10180643,190109295,0,Gottstattstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588082,1219479
221980,101104558,10010248,3069467,0,Dahlienweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587770,1219561
222080,101454749,10003776,190145454,0,Guinandstrasse,42,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587978,1219500
222505,101474206,10010255,190144571,0,Kreuzgasse,12a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588020,1219479
222856,101315068,10109853,190096622,0,Bernstrasse,20,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586779,1219073
223001,100848509,10112480,1383611,0,Hauptstrasse,12,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588076,1219210
223261,102216443,10003776,190145465,0,Guinandstrasse,46,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587998,1219473
223633,101453786,10003776,190145289,0,Guinandstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587918,1219483
223877,100863671,10010260,1383184,0,Neubrückstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587827,1218884
224344,100866435,10010245,1383398,0,Ahornweg,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586844,1219487
224772,100849898,10086640,1383743,0,Orpundstrasse,32,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588643,1219335
224833,101344625,10010265,190033754,0,Sonnhalde,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587442,1219450
224877,100862339,10057933,1383130,0,Portstrasse,37,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586336,1218842
225091,101453788,10003776,190145312,0,Guinandstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587943,1219443
225182,100867719,10086643,1383356,0,Waldeckstrasse,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586907,1219556
225280,101963487,10109854,1383708,0,Mettgasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588199,1219269
225530,100849947,10010246,1384024,0,Bielstrasse,14b,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587576,1219420
225573,100866432,10010245,1383395,0,Ahornweg,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586800,1219413
226121,100848717,10057932,1383894,0,Mattenstrasse,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587522,1219308
226413,100848560,10116968,1383687,0,Sandacker,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588305,1219462
226654,100867803,10010263,1383472,0,Rainstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587173,1219434
226865,100867782,10010263,1383445,0,Rainstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587308,1219478
226898,100869130,10057934,1383523,0,Rebhalde,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587679,1219651
226942,100869111,10010265,1383496,0,Sonnhalde,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587362,1219505
227626,101954986,10057931,1383621,0,Kanalweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588147,1219109
227684,100848512,10112480,1383616,0,Hauptstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587953,1219261
227824,100863846,10086636,1383331,0,Burgersriedstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587090,1219416
229017,102084277,10104746,1383675,0,Obergasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588083,1219301
229618,101954996,10057932,1383888,0,Mattenstrasse,13,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587600,1219307
229629,100867714,10086643,1383350,0,Waldeckstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586970,1219420
229850,100866436,10010245,1383400,0,Ahornweg,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586797,1219434
229874,102003241,10010248,191253331,0,Dahlienweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587734,1219543
230336,100849893,10086640,1383736,0,Orpundstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588445,1219310
230437,101609876,10003776,190181760,0,Guinandstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587838,1219438
230829,102403767,10010252,191702058,0,Grünweg,8a,special,,2555 Brügg BE,733,BE,real,True,True,30.10.2021,2587705,1219288
231254,102206239,10180643,1383562,0,Gottstattstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588001,1219426
231341,100901712,10180446,1383283,0,Tulpenweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587156,1219363
231422,100848550,10104746,1383669,0,Obergasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587934,1219331
231551,100849911,10086642,1383773,0,Römerstrasse,14,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586670,1218972
232212,100867798,10010262,1383464,0,Rainpark,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587256,1219511
233064,100869175,10057932,1383591,0,Mattenstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587443,1219313
233641,101940907,10010257,1383641,0,Ländteweg,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588338,1219175
233789,100869128,10057934,1383518,0,Rebhalde,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587648,1219571
233968,102003244,10112480,191253393,0,Hauptstrasse,6,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588120,1219210
234088,100869125,10057929,1383515,0,Bärletweg,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587653,1219614
234205,100849903,10086641,1383753,0,Prateiweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2589302,1219821
234692,101324060,10180643,190030200,0,Gottstattstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588108,1219480
235700,101936008,10086638,1383721,0,Klosterstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588397,1219436
236070,100900145,10010250,1383216,0,Friedhofweg,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587628,1219203
236358,100848525,10112480,1383636,0,Hauptstrasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588084,1219187
236592,101963482,10057929,1383510,0,Bärletweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587716,1219456
236859,101932698,10010246,1383604,0,Bielstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587872,1219298
237738,101954980,10010245,1383393,0,Ahornweg,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586825,1219424
239843,101101839,10112479,3069462,0,Chaletweg,5a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587180,1219363
239991,100862349,10010254,1383145,0,Industriestrasse,10a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587468,1219167
240028,101960473,10010253,1383320,0,Haldenstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586896,1219316
241963,101963484,10112480,1383617,0,Hauptstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587927,1219265
242171,101104562,10010264,3069472,0,Rosenweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587756,1219598
242659,100868005,10104746,1383680,0,Obergasse,19,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587942,1219306
242738,100848505,10057928,1383606,0,Bahnhofstrasse,4,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587859,1219226
243840,100869107,10010265,1383495,0,Sonnhalde,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587371,1219489
244607,101932055,10109855,1383759,0,Wasserstrasse,5,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587187,1218810
244714,100908127,10057931,1383246,0,Kanalweg,36,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587921,1218963
245077,100848522,10136413,1383631,0,Poststrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588020,1219135
245389,101935975,10010245,1383384,0,Ahornweg,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586873,1219495
245470,102206641,10010246,1383425,0,Bielstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587399,1219352
245551,100863676,10010261,1383190,0,Pfeidstrasse,8,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587729,1219074
245964,102219266,10112479,190182396,0,Chaletweg,6a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587204,1219380
245998,101954972,10136717,1383375,0,Eschenweg,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586926,1219577
246002,100908122,10130222,1383239,0,Aarestrasse,11,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587835,1219030
246064,100863681,10010261,1383195,0,Pfeidstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587671,1218969
246385,100867709,10086636,1383344,0,Burgersriedstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586852,1219375
246400,101954171,10057934,1383519,0,Rebhalde,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587682,1219555
246538,100848529,10010257,1383643,0,Ländteweg,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588373,1219182
246548,100849874,10109854,1383709,0,Mettgasse,6a,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588240,1219267
246750,101103151,10010264,3069451,0,Rosenweg,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587809,1219657
247287,100849904,10086641,1383754,0,Prateiweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2589313,1219844
247298,100869120,10057929,1383509,0,Bärletweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587724,1219424
247642,101621975,10010246,190182563,0,Bielstrasse,36,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587336,1219374
248009,101954968,10010250,1383141,0,Friedhofweg,41,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587458,1219202
