Adresse;PLZ;Stadt;Preis (CHF/m2/jahr);Link;Ganze Adresse;Longitude;Latitude
Dufourstrasse 49;8008;Zürich;1746.77;https://www.homegate.ch/rent/3001261796;Dufourstrasse 49 8008;8.549212455749512;47.362239837646484
Bellerivestrasse 201;8008;Zürich;525;https://www.homegate.ch/rent/3001040115;Bellerivestrasse 201 8008;8.557567596435547;47.35295867919922
Färberstrasse 3;8008;Zürich;Price on request;https://www.homegate.ch/rent/3001406554;Färberstrasse 3 8008;8.548376083374023;47.36205291748047
Färberstrasse 3;8008;Zürich;Price on request;https://www.homegate.ch/rent/3001477369;Färberstrasse 3 8008;8.548376083374023;47.36205291748047
Färberstrasse 3;8008;Zürich;Price on request;https://www.homegate.ch/rent/3001406555;Färberstrasse 3 8008;8.548376083374023;47.36205291748047
Bellerivestrasse 17;8008;Zürich;Price on request;https://www.homegate.ch/rent/3000138848;Bellerivestrasse 17 8008;8.549602508544922;47.35941696166992
Bellerivestrasse 201;8008;Zürich;Price on request;https://www.homegate.ch/rent/3001407224;Bellerivestrasse 201 8008;8.557567596435547;47.35295867919922
Seefeldstrasse 134;8008;Zürich;Price on request;https://www.homegate.ch/rent/3001580824;Seefeldstrasse 134 8008;8.554426193237305;47.35749816894531
Utoquai 55;8008;Zürich;Price on request;https://www.homegate.ch/rent/3001775921;Utoquai 55 8008;8.548053741455078;47.361572265625
Bergstrasse 107;8032;Zürich;545;https://www.homegate.ch/rent/110314730;Bergstrasse 107 8032;8.564413070678711;47.36863708496094
Bergstrasse 138;8032;Zürich;181;https://www.homegate.ch/rent/3001713549;Bergstrasse 138 8032;8.565072059631348;47.36628723144531
Minervastrasse 23/25;8032;Zürich;408;https://www.homegate.ch/rent/3001721536;Minervastrasse 23/25 8032;8.55431079864502;47.36796951293945
Forchstrasse 60;8032;Zürich;290;https://www.homegate.ch/rent/3001753578;Forchstrasse 60 8032; 8.55797971299485;47.36289635622771
Witikonerstrasse 80;8032;Zürich;329.17;https://www.homegate.ch/rent/3001765706;Witikonerstrasse 80 8032;8.57103443145752;47.36097717285156
Hottingerstrasse 17;8032;Zürich;470;https://www.homegate.ch/rent/3001761099;Hottingerstrasse 17 8032;8.551034927368164;47.37025833129883
Zeltweg 67;8032;Zürich;420;https://www.homegate.ch/rent/3001662262;Zeltweg 67 8032;8.553580284118652;47.366966247558594
Hammerstrasse 81;8032;Zürich;300;https://www.homegate.ch/rent/3001500701;Hammerstrasse 81 8032;8.564730644226074;47.360107421875
Sempacherstrasse 15;8032;Zürich;300;https://www.homegate.ch/rent/3001407040;Sempacherstrasse 15 8032;8.566781044006348;47.36320877075195
Hofackerstrasse 32;8032;Zürich;345;https://www.homegate.ch/rent/3001527205;Hofackerstrasse 32 8032;8.564270973205566;47.36131286621094
Römerhofplatz 5;8032;Zürich;520;https://www.homegate.ch/rent/3001733919;Römerhofplatz 5 8032;8.560726165771484;47.36827087402344
Hottingerstrasse 21;8032;Zürich;Price on request;https://www.homegate.ch/rent/3001740505;Hottingerstrasse 21 8032;8.551833152770996;47.37009048461914
Hottingerstrasse 21;8032;Zürich;Price on request;https://www.homegate.ch/rent/3001740504;Hottingerstrasse 21 8032;8.551833152770996;47.37009048461914
Hottingerstrasse 21;8032;Zürich;Price on request;https://www.homegate.ch/rent/3001740509;Hottingerstrasse 21 8032;8.551833152770996;47.37009048461914
Witikonerstrasse 59a;8032;Zürich;Price on request;https://www.homegate.ch/rent/3001604432;Witikonerstrasse 59a 8032;8.569632530212402;47.361820220947266
Carmenstrasse 28;8032;Zürich;Price on request;https://www.homegate.ch/rent/3001507021;Carmenstrasse 28 8032;8.562373161315918;47.36847686767578
Röschibachstrasse 22;8037;Zürich;298.70;https://www.homegate.ch/rent/3001760646;Röschibachstrasse 22 8037;8.524651527404785;47.39268112182617
Dorfstrasse 29;8037;Zürich;275;https://www.homegate.ch/rent/3001715529;Dorfstrasse 29 8037;8.522562026977539;47.39427185058594
Seestrasse 353;8038;Zürich;165;https://www.homegate.ch/rent/3000071908;Seestrasse 353 8038;8.533407211303711;47.34623718261719
Seestrasse 342;8038;Zürich;420;https://www.homegate.ch/rent/3001733631;Seestrasse 342 8038;8.532719612121582;47.34669876098633
Staubstrasse 15;8038;Zürich;243.69;https://www.homegate.ch/rent/3001678027;Staubstrasse 15 8038;8.531328201293945;47.34693908691406
Bellariastrasse 51;8038;Zürich;324.71;https://www.homegate.ch/rent/3001748325;Bellariastrasse 51 8038;8.530509948730469;47.350494384765625
Seestrasse 356;8038;Zürich;Price on request;https://www.homegate.ch/rent/3001303567;Seestrasse 356 8038;8.533201217651367;47.34543228149414
Seestrasse 356;8038;Zürich;Price on request;https://www.homegate.ch/rent/3001689162;Seestrasse 356 8038;8.533201217651367;47.34543228149414
Seestrasse 356;8038;Zürich;Price on request;https://www.homegate.ch/rent/3001303569;Seestrasse 356 8038;8.533201217651367;47.34543228149414
Allmendstrasse 140;8041;Zürich;333;https://www.homegate.ch/rent/3001509182;Allmendstrasse 140 8041;8.518407821655273;47.33855438232422
Maneggstrasse 45;8041;Zürich;280;https://www.homegate.ch/rent/3000795978;Maneggstrasse 45 8041;8.520247459411621;47.34130096435547
Allmendstrasse 140;8041;Zürich;333;https://www.homegate.ch/rent/3001509183;Allmendstrasse 140 8041;8.518407821655273;47.33855438232422
Maneggstrasse 17;8041;Zürich;280;https://www.homegate.ch/rent/3000795976;Maneggstrasse 17 8041;8.520395278930664;47.34219741821289
Allmendstrasse 140;8041;Zürich;333;https://www.homegate.ch/rent/3001654944;Allmendstrasse 140 8041;8.518407821655273;47.33855438232422
Staffelstrasse 8;8045;Zürich;295.84;https://www.homegate.ch/rent/3001678252;Staffelstrasse 8 8045;8.521341323852539;47.36125183105469
Grubenstrasse 45;8045;Zürich;190;https://www.homegate.ch/rent/3001703492;Grubenstrasse 45 8045;8.512524604797363;47.36115646362305
Kalanderplatz 1;8045;Zürich;976.58;https://www.homegate.ch/rent/3001261673;Kalanderplatz 1 8045;8.523214340209961;47.35803985595703
Räffelstrasse 10;8045;Zürich;285;https://www.homegate.ch/rent/3001486543;Räffelstrasse 10 8045;8.514719009399414;47.363121032714844
Binzstrasse 29;8045;Zürich;290;https://www.homegate.ch/rent/3001766481;Binzstrasse 29 8045;8.513433456420898;47.361968994140625
Staffelstrasse 8;8045;Zürich;280;https://www.homegate.ch/rent/3000975896;Staffelstrasse 8 8045;8.521341323852539;47.36125183105469
Räffelstrasse 20;8045;Zürich;305;https://www.homegate.ch/rent/3001746877;Räffelstrasse 20 8045;8.513775825500488;47.363487243652344
Manessestrasse 85;8045;Zürich;330;https://www.homegate.ch/rent/3001318767;Manessestrasse 85 8045;8.522039413452148;47.3656005859375
Giesshübelstrasse 45;8045;Zürich;Price on request;https://www.homegate.ch/rent/3001662263;Giesshübelstrasse 45 8045;8.520201683044434;47.357566833496094
Grubenstrasse 54;8045;Zürich;Price on request;https://www.homegate.ch/rent/3000644236;Grubenstrasse 54 8045;8.510621070861816;47.36275100708008
Räffelstrasse 10;8045;Zürich;Price on request;https://www.homegate.ch/rent/3001703532;Räffelstrasse 10 8045;8.514719009399414;47.363121032714844
Räffelstrasse 26;8045;Zürich;Price on request;https://www.homegate.ch/rent/3001764251;Räffelstrasse 26 8045;8.512774467468262;47.36362838745117
Binzmühlestrasse 405;8046;Zürich;173.33;https://www.homegate.ch/rent/3001526501;Binzmühlestrasse 405 8046;8.520365715026855;47.41439437866211
Mühlackerstrasse 199;8046;Zürich;150;https://www.homegate.ch/rent/3001700232;Mühlackerstrasse 199 8046;8.496910095214844;47.425453186035156
Wehntalerstrasse 351;8046;Zürich;290;https://www.homegate.ch/rent/3001663989;Wehntalerstrasse 351 8046;8.521098136901855;47.41313171386719
Dennlerstr. 24;8047;Zürich;141;https://www.homegate.ch/rent/3000799650;Dennlerstr. 24 8047;8.497806549072266;47.381561279296875
Albisriederstr. 243b (I-40);8047;Zürich;150;https://www.homegate.ch/rent/3001372128;Albisriederstr. 243b (I-40) 8047;8.49482250213623;47.37870407104492
Freilagerstrasse 40;8047;Zürich;220;https://www.homegate.ch/rent/3001260697;Freilagerstrasse 40 8047;8.491324424743652;47.37938690185547
Rautistrasse 33;8047;Zürich;Price on request;https://www.homegate.ch/rent/3001593185;Rautistrasse 33 8047;8.49167537689209;47.38092041015625
Hermetschloostrasse 77;8048;Zürich;240;https://www.homegate.ch/rent/3001571416;Hermetschloostrasse 77 8048;8.47395133972168;47.393924713134766
Buckhauserstrasse 1;8048;Zürich;260;https://www.homegate.ch/rent/3001622729;Buckhauserstrasse 1 8048;8.4943265914917;47.38694381713867
Badenerstrasse 808;8048;Zürich;195;https://www.homegate.ch/rent/3001250943;Badenerstrasse 808 8048;8.474801063537598;47.393184661865234
Badenerstrasse 549;8048;Zürich;407.89;https://www.homegate.ch/rent/3001261620;Badenerstrasse 549 8048;8.49910831451416;47.383155822753906
Hermetschloostrasse 77;8048;Zürich;190;https://www.homegate.ch/rent/3001503404;Hermetschloostrasse 77 8048;8.47395133972168;47.393924713134766
Badenerstrasse 571;8048;Zürich;229;https://www.homegate.ch/rent/3001461473;Badenerstrasse 571 8048;8.496416091918945;47.384376525878906
Bändliweg 20;8048;Zürich;250;https://www.homegate.ch/rent/3001719732;Bändliweg 20 8048;8.483774185180664;47.394840240478516
Aargauerstrasse 250/Geerenweg 2;8048;Zürich;317.18;https://www.homegate.ch/rent/3000597932;Aargauerstrasse 250/Geerenweg 2 8048;8.489799499511719;47.39304733276367
Badenerstrasse 571;8048;Zürich;235;https://www.homegate.ch/rent/3001537631;Badenerstrasse 571 8048;8.496416091918945;47.384376525878906
Baslerstrasse 30;8048;Zürich;305;https://www.homegate.ch/rent/3001552230;Baslerstrasse 30 8048;8.502718925476074;47.38493728637695
Hermetschloostrasse 77;8048;Zürich;150;https://www.homegate.ch/rent/3001503420;Hermetschloostrasse 77 8048;8.47395133972168;47.393924713134766
Max Höggerstrasse 2;8048;Zürich;245;https://www.homegate.ch/rent/3000215264;Max Höggerstrasse 2 8048; 8.48963820504639;47.39380923458008
Baslerstrasse 60;8048;Zürich;320;https://www.homegate.ch/rent/3001678745;Baslerstrasse 60 8048;8.496356964111328;47.38669967651367
Hohlstrasse 614;8048;Zürich;373;https://www.homegate.ch/rent/3000991414;Hohlstrasse 614 8048;8.483803749084473;47.39212417602539
Flurstrasse 32;8048;Zürich;270;https://www.homegate.ch/rent/3001104179;Flurstrasse 32 8048;8.496048927307129;47.38623809814453
Buckhauserstrasse 24;8048;Zürich;215;https://www.homegate.ch/rent/3001642064;Buckhauserstrasse 24 8048;8.49199104309082;47.384761810302734
Baslerstrasse 60;8048;Zürich;320;https://www.homegate.ch/rent/3001531317;Baslerstrasse 60 8048;8.496356964111328;47.38669967651367
Max-Höggerstrasse 2;8048;Zürich;240;https://www.homegate.ch/rent/3001751455;Max-Höggerstrasse 2 8048; 8.48963820504639;47.39380923458008
Hohlstrasse 535;8048;Zürich;190;https://www.homegate.ch/rent/3001060449;Hohlstrasse 535 8048;8.492265701293945;47.3896598815918
Baslerstrasse 60;8048;Zürich;320;https://www.homegate.ch/rent/3001746494;Baslerstrasse 60 8048;8.496356964111328;47.38669967651367
Bändliweg 20;8048;Zürich;250;https://www.homegate.ch/rent/3001686312;Bändliweg 20 8048;8.483774185180664;47.394840240478516
Buckhauserstrasse 22;8048;Zürich;220;https://www.homegate.ch/rent/3000797689;Buckhauserstrasse 22 8048;8.492335319519043;47.38508987426758
Baslerstrasse 60;8048;Zürich;320;https://www.homegate.ch/rent/3001028170;Baslerstrasse 60 8048;8.496356964111328;47.38669967651367
Juchstrasse 9;8048;Zürich;260;https://www.homegate.ch/rent/2148036345;Juchstrasse 9 8048;8.482757568359375;47.39459991455078
Vulkanstrasse 106;8048;Zürich;320;https://www.homegate.ch/rent/3001623634;Vulkanstrasse 106 8048;8.485942840576172;47.39305877685547
Flurstr. 30;8048;Zürich;Price on request;https://www.homegate.ch/rent/3001554876;Flurstr. 30 8048;8.496068000793457;47.38640213012695
Flüelastr. 7;8048;Zürich;Price on request;https://www.homegate.ch/rent/3001630630;Flüelastr. 7 8048;8.497018814086914;47.383575439453125
Baslerstrasse 30;8048;Zürich;Price on request;https://www.homegate.ch/rent/3000532034;Baslerstrasse 30 8048;8.502718925476074;47.38493728637695
Vulkanplatz 8;8048;Zürich;Price on request;https://www.homegate.ch/rent/3000767872;Vulkanplatz 8 8048;8.491771697998047;47.39175033569336
Naglerwiesenstrasse 4;8049;Zürich;224.39;https://www.homegate.ch/rent/3000754000;Naglerwiesenstrasse 4 8049;8.483057022094727;47.41363525390625
Limmattalstrasse 180;8049;Zürich;Price on request;https://www.homegate.ch/rent/3001402101;Limmattalstrasse 180 8049;8.499128341674805;47.40221405029297
Hagenholzstrasse 83;8050;Zürich;270;https://www.homegate.ch/rent/3001732597;Hagenholzstrasse 83 8050;8.559627532958984;47.414794921875
Gubelstrasse 28;8050;Zürich;275;https://www.homegate.ch/rent/3001749186;Gubelstrasse 28 8050;8.544126510620117;47.40858840942383
Schaffhauserstrasse 315;8050;Zürich;280;https://www.homegate.ch/rent/3001589049;Schaffhauserstrasse 315 8050;8.547237396240234;47.407135009765625
Brown-Boveri-Strasse 5;8050;Zürich;280;https://www.homegate.ch/rent/3001551678;Brown-Boveri-Strasse 5 8050;8.536216735839844;47.41453170776367
Hagenholzstrasse 111;8050;Zürich;210;https://www.homegate.ch/rent/3000898634;Hagenholzstrasse 111 8050;8.562726974487305;47.41579055786133
Binzmühlestr. 80;8050;Zürich;290;https://www.homegate.ch/rent/3001766589;Binzmühlestr. 80 8050;8.54212474822998;47.41426467895508
Schaffhauserstrasse 315;8050;Zürich;280;https://www.homegate.ch/rent/3001589051;Schaffhauserstrasse 315 8050;8.547237396240234;47.407135009765625
Gubelstrasse 28;8050;Zürich;275;https://www.homegate.ch/rent/3001687395;Gubelstrasse 28 8050;8.544126510620117;47.40858840942383
Siewerdtstrasse 25;8050;Zürich;327;https://www.homegate.ch/rent/3001635060;Siewerdtstrasse 25 8050;8.549593925476074;47.4123420715332
Binzmühlestrasse 170b;8050;Zürich;240;https://www.homegate.ch/rent/3001693036;Binzmühlestrasse 170b 8050;8.533771514892578;47.41387176513672
Franklinstrasse 27;8050;Zürich;365;https://www.homegate.ch/rent/3001721727;Franklinstrasse 27 8050;8.543588638305664;47.409610748291016
Leutschenbachstrasse 95;8050;Zürich;260;https://www.homegate.ch/rent/3001614736;Leutschenbachstrasse 95 8050;8.55895709991455;47.41786575317383
Baumackerstrasse 41;8050;Zürich;310;https://www.homegate.ch/rent/3001704250;Baumackerstrasse 41 8050;8.54301643371582;47.409210205078125
Leutschenbachstrasse 95;8050;Zürich;629.35;https://www.homegate.ch/rent/3001366534;Leutschenbachstrasse 95 8050;8.55895709991455;47.41786575317383
Regina-Kägi-Strasse 11;8050;Zürich;259;https://www.homegate.ch/rent/3000382852;Regina-Kägi-Strasse 11 8050;8.53421688079834;47.41184997558594
Thurgauerstrasse 105;8050;Zürich;225;https://www.homegate.ch/rent/3001694378;Thurgauerstrasse 105 8050; 8.55802663573098;47.42246580024308
Thurgauerstrasse 39;8050;Zürich;220;https://www.homegate.ch/rent/3001467947;Thurgauerstrasse 39 8050;8.5507173538208;47.41460418701172
Hagenholzstrasse 111;8050;Zürich;200;https://www.homegate.ch/rent/3000898635;Hagenholzstrasse 111 8050;8.562726974487305;47.41579055786133
Thurgauerstrasse 54;8050;Zürich;250;https://www.homegate.ch/rent/3000352601;Thurgauerstrasse 54 8050;8.552593231201172;47.41565704345703
Schaffhauserstrasse 315;8050;Zürich;280;https://www.homegate.ch/rent/3001589052;Schaffhauserstrasse 315 8050;8.547237396240234;47.407135009765625
Hagenholzstrasse 83;8050;Zürich;270;https://www.homegate.ch/rent/3001732595;Hagenholzstrasse 83 8050;8.559627532958984;47.414794921875
Binzmühlestrasse 170d;8050;Zürich;722.98;https://www.homegate.ch/rent/3001568459;Binzmühlestrasse 170d 8050;8.533040046691895;47.413700103759766
Brown-Boveri-Strasse 5;8050;Zürich;270;https://www.homegate.ch/rent/3001156282;Brown-Boveri-Strasse 5 8050;8.536216735839844;47.41453170776367
Leutschenbachstrasse 95;8050;Zürich;250;https://www.homegate.ch/rent/3001614977;Leutschenbachstrasse 95 8050;8.55895709991455;47.41786575317383
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369517;Binzmühlestrasse 11/13 8050;8.548973083496094;47.413818359375
Thurgauerstrasse 38;8050;Zürich;340;https://www.homegate.ch/rent/3001722086;Thurgauerstrasse 38 8050;8.551642417907715;47.413978576660156
Hofwiesenstrasse 350;8050;Zürich;420;https://www.homegate.ch/rent/3001361666;Hofwiesenstrasse 350 8050;8.542656898498535;47.41037368774414
Leutschenbachstrasse 95;8050;Zürich;405;https://www.homegate.ch/rent/3001501847;Leutschenbachstrasse 95 8050;8.55895709991455;47.41786575317383
Elias Canetti-Str. 2;8050;Zürich;395;https://www.homegate.ch/rent/3001766588;Elias Canetti-Str. 2 8050;8.541641235351562;47.41231918334961
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369552;Binzmühlestrasse 11/13 8050;8.548973083496094;47.413818359375
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369499;Binzmühlestrasse 11/13 8050;8.548973083496094;47.413818359375
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369522;Binzmühlestrasse 11/13 8050;8.548973083496094;47.413818359375
Thurgauerstrasse 54;8050;Zürich;280;https://www.homegate.ch/rent/3001537335;Thurgauerstrasse 54 8050;8.552593231201172;47.41565704345703
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369575;Binzmühlestrasse 11/13 8050;8.548973083496094;47.413818359375
Schärenmoosstrasse 99;8050;Zürich;280;https://www.homegate.ch/rent/3001321863;Schärenmoosstrasse 99 8050; 8.558870966414316;47.41896635245541
Hofwiesenstrasse 350;8050;Zürich;380;https://www.homegate.ch/rent/3001361665;Hofwiesenstrasse 350 8050;8.542656898498535;47.41037368774414
Elias Canetti-Str. 2;8050;Zürich;426;https://www.homegate.ch/rent/3001766595;Elias Canetti-Str. 2 8050;8.541641235351562;47.41231918334961
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369587;Binzmühlestrasse 11/13 8050;8.54851245880127;47.41377258300781
Alpenstrasse 3;8050;Zürich;250;https://www.homegate.ch/rent/105973617;Alpenstrasse 3 8050; 8.55724875292076;47.42278062251405
Thurgauerstrasse 80;8050;Zürich;290;https://www.homegate.ch/rent/3000880901;Thurgauerstrasse 80 8050;8.555371284484863;47.41831970214844
Binzmühlestrasse 11/13;8050;Zürich;295;https://www.homegate.ch/rent/3001369623;Binzmühlestrasse 11/13 8050;8.54851245880127;47.41377258300781
Alpenstrasse 3;8050;Zürich;250;https://www.homegate.ch/rent/105973618;Alpenstrasse 3 8050; 8.55724875292076;47.42278062251405
Thurgauerstrasse 38;8050;Zürich;340;https://www.homegate.ch/rent/3001280781;Thurgauerstrasse 38 8050;8.551642417907715;47.413978576660156
Thurgauerstrasse 80;8050;Zürich;290;https://www.homegate.ch/rent/3000652955;Thurgauerstrasse 80 8050;8.555371284484863;47.41831970214844
Leutschenbachstrasse 50;8050;Zürich;Price on request;https://www.homegate.ch/rent/3001746975;Leutschenbachstrasse 50 8050;8.55567741394043;47.416500091552734
Hagenholzstrasse 56;8050;Zürich;Price on request;https://www.homegate.ch/rent/3000829412;Hagenholzstrasse 56 8050;8.554973602294922;47.413604736328125
Brown-Boveri-Strasse 5;8050;Zürich;Price on request;https://www.homegate.ch/rent/3001642276;Brown-Boveri-Strasse 5 8050;8.536216735839844;47.41453170776367
Brown-Boveri-Strasse 5;8050;Zürich;Price on request;https://www.homegate.ch/rent/3001642274;Brown-Boveri-Strasse 5 8050;8.536216735839844;47.41453170776367
Luegislandstrasse 261;8051;Zürich;100;https://www.homegate.ch/rent/3000811096;Luegislandstrasse 261 8051;8.574263572692871;47.409271240234375
Zürichstrasse 137;8051;Zürich;220;https://www.homegate.ch/rent/3001224586;Zürichstrasse 137 8051; 8.597851704489177;47.39620060537346
Schaffhauserstrasse 550;8052;Zürich;210;https://www.homegate.ch/rent/3000952763;Schaffhauserstrasse 550 8052;8.55335807800293;47.42411422729492
Schärenmoosstrasse 77;8052;Zürich;290;https://www.homegate.ch/rent/3001503414;Schärenmoosstrasse 77 8052;8.556852340698242;47.419429779052734
Schärenmoosstrasse 99;8052;Zürich;280;https://www.homegate.ch/rent/3001321860;Schärenmoosstrasse 99 8052;8.558406829833984;47.418827056884766
Schärenmoosstrasse 77;8052;Zürich;Price on request;https://www.homegate.ch/rent/3001503421;Schärenmoosstrasse 77 8052;8.556852340698242;47.419429779052734
Friesenbergstrasse 75;8055;Zürich;280;https://www.homegate.ch/rent/3001651855;Friesenbergstrasse 75 8055;8.51121997833252;47.36726760864258
Friesenbergstrasse 75;8055;Zürich;280;https://www.homegate.ch/rent/3001755177;Friesenbergstrasse 75 8055;8.51121997833252;47.36726760864258
Friesenbergstrasse 75;8055;Zürich;280;https://www.homegate.ch/rent/3001755176;Friesenbergstrasse 75 8055;8.51121997833252;47.36726760864258
Künzlistrasse 16;8057;Zürich;199.34;https://www.homegate.ch/rent/3001751387;Künzlistrasse 16 8057;8.53411865234375;47.405540466308594
Schaffhauserstrasse 239;8057;Zürich;319.06;https://www.homegate.ch/rent/3000881406;Schaffhauserstrasse 239 8057;8.547067642211914;47.403236389160156
Hotelstrasse 1;8057;Zürich;499.53;https://www.homegate.ch/rent/3001261747;Hotelstrasse 1 8057; 8.565517089706772;47.45083779120234
Berninastrasse 43/47a;8057;Zürich;315;https://www.homegate.ch/rent/3001766598;Berninastrasse 43/47a 8057;8.545989036560059;47.40379333496094
Hotelstrasse 1;8057;Zürich;1257.02;https://www.homegate.ch/rent/3001352833;Hotelstrasse 1 8057; 8.565517089706772;47.45083779120234
Grubenstrasse 6;8045;Zürich;Price on request;https://www.homegate.ch/rent/3001483743;Grubenstrasse 6 8045;8.517247200012207;47.362178802490234
Maneggstrasse 33/37;8041;Zürich;300;https://www.homegate.ch/rent/3001503423;Maneggstrasse 33/37 8041;8.520710945129395;47.34132385253906
Maneggstrasse 33/37;8041;Zürich;Price on request;https://www.homegate.ch/rent/3001758866;Maneggstrasse 33/37 8041;8.520710945129395;47.34132385253906
