postal_code,Gde-Nr.,PLZ,Gemeinde,global_rad_10y_mean:W
postal_CH7240,3882,7240,Küblis,186.59694868238546
postal_CH6490,1202,6490,Andermatt,193.16934812760053
postal_CH5634,4234,5634,Merenschwand,194.4945908460472
postal_CH7525,3788,7525,S-chanf,197.68238557558934
postal_CH1943,6034,1943,Orsières,198.76102635228855
postal_CH5013,2495,5013,Niedergösgen,191.9735090152566
postal_CH4632,2500,4632,Trimbach,192.21969486823846
postal_CH1902,6213,1902,Evionnaz,194.13273231622753
postal_CH1923,6218,1923,Salvan,205.62399445214967
postal_CH1912,6135,1912,Leytron,201.59542302357838
postal_CH1008,5589,1008,Prilly,200.93384188626905
postal_CH9315,4411,9315,Egnach,193.64244105409142
postal_CH5077,4097,5077,Elfingen,190.94882108183083
postal_CH9507,4606,9507,Stettfurt,193.89029126213592
postal_CH8857,1348,8857,Vorderthal,186.49472954230237
postal_CH5237,4106,5237,Mönthal,191.9389736477116
postal_CH5614,4076,5614,Sarmenstorf,195.3754507628294
postal_CH3367,985,3367,Ochlenberg,194.6844660194178
postal_CH3534,907,3534,Signau,194.52468793342575
postal_CH3325,414,3325,Krauchthal,195.90984743411911
postal_CH9514,4791,9514,Wuppenau,190.29417475728147
postal_CH3800,581,3800,Interlaken,196.28585298196933
postal_CH8717,3312,8717,Benken (SG),191.4325936199722
postal_CH1530,5822,1530,Payerne,200.77669902912626
postal_CH2126,6511,2126,Les Verrières,187.11303744798883
postal_CH1617,2333,1617,Remaufens,198.72122052704577
postal_CH1580,5451,1580,Avenches,200.52191400832163
postal_CH1648,2137,1648,Hauteville,199.52260748959768
postal_CH3210,2265,3210,Kerzers,198.86061026352272
postal_CH1745,2234,1745,La Brillaz,201.54049930651865
postal_CH1563,2053,1563,Belmont-Broye,200.9780859916782
postal_CH1684,2087,1684,Mézières (FR),201.5356449375868
postal_CH1796,2250,1796,Courgevaux,199.8065187239944
postal_CH5452,4037,5452,Oberrohrdorf,193.21067961165048
postal_CH9451,3254,9451,Oberriet (SG),192.66033287101254
postal_CH8606,198,8606,Uster,194.92732316227458
postal_CH4718,2425,4718,Holderbank (SO),191.87642163661582
postal_CH8267,4801,8267,Berlingen,194.50069348127596
postal_CH9475,3275,9475,Sevelen,189.7289875173371
postal_CH4564,2528,4564,Obergerlafingen,194.2504854368932
postal_CH4525,2541,4525,Balm bei Günsberg,191.4012482662967
postal_CH1423,5571,1423,Tévenon,195.6721220527044
postal_CH1421,5557,1421,Fontaines-sur-Grandson,194.4292649098472
postal_CH1805,5885,1805,Jongny,202.24812760055494
postal_CH1040,5518,1040,Echallens,201.02524271844658
postal_CH1127,5629,1127,Clarmont,201.0668515950069
postal_CH1868,6152,1868,Collombey-Muraz,203.10402219140084
postal_CH1404,5911,1404,Cuarny,198.67406380027734
postal_CH1421,5560,1421,Grandevent,194.4292649098472
postal_CH1400,5909,1400,Cheseaux-Noréaz,197.93287101248276
postal_CH4950,954,4950,Huttwil,193.60762829403606
postal_CH3991,6205,3991,Bettmeralp,199.4984743411925
postal_CH3983,6203,3983,Mörel-Filet,200.2246879334257
postal_CH2542,392,2542,Pieterlen,193.41719833564488
postal_CH6618,5115,6618,Losone,187.00554785020807
postal_CH6655,5397,6655,Centovalli,190.19778085991683
postal_CH6677,5317,6677,Maggia,164.94438280166432
postal_CH2500,371,2500,Biel/Bienne,192.11525658807204
postal_CH6314,1709,6314,Unterägeri,185.77739251040222
postal_CH8555,4831,8555,Müllheim,194.0281553398057
postal_CH3295,393,3295,Rüti bei Büren,194.76033287101237
postal_CH3672,619,3672,Oberdiessbach,197.37239944521497
postal_CH8942,137,8942,Oberrieden,195.694590846047
postal_CH8492,181,8492,Wila,192.39889042995824
postal_CH8954,244,8954,Geroldswil,195.1686546463246
postal_CH8444,31,8444,Henggart,194.3990291262135
postal_CH8617,196,8617,Mönchaltorf,195.79223300970878
postal_CH8953,243,8953,Dietikon,194.9244105409156
postal_CH8426,63,8426,Lufingen,194.121497919556
postal_CH3979,6238,3979,Grône,207.13578363384187
postal_CH6833,5268,6833,Vacallo,191.44660194174745
postal_CH3918,6202,3918,Wiler (Lötschen),197.50762829403618
postal_CH1283,6620,1283,Dardagny,199.45492371705947
postal_CH1237,6603,1237,Avully,200.16282940360625
postal_CH1251,6624,1251,Gy,203.43786407766987
postal_CH1200,6608,1200,Carouge (GE),203.32801664355046
postal_CH1224,6612,1224,Chêne-Bougeries,203.03578363384167
postal_CH3942,6198,3942,Niedergesteln,212.8633841886269
postal_CH3930,6297,3930,Visp,207.81650485436907
postal_CH8222,2932,8222,Beringen,192.81151178918157
postal_CH8454,2933,8454,Buchberg,193.83661581137312
postal_CH6434,1363,6434,Illgau,192.1291262135921
postal_CH4467,2858,4467,Rothenfluh,187.86865464632436
postal_CH4436,2892,4436,Oberdorf (BL),190.32038834951453
postal_CH4424,2881,4424,Arboldswil,189.8128987517337
postal_CH4433,2832,4433,Ramlinsburg,190.75131761442444
postal_CH7428,3669,7428,Tschappina,194.6726768377253
postal_CH7402,3721,7402,Bonaduz,201.66477115117883
postal_CH4148,2772,4148,Pfeffingen,190.3540915395282
postal_CH4413,2472,4413,Büren (SO),186.7130374479889
postal_CH6074,1403,6074,Giswil,193.17475728155335
postal_CH6388,1402,6388,Engelberg,174.14105409153947
postal_CH4585,2445,4585,Biezwil,195.65381414701815
postal_CH9633,3372,9633,Hemberg,184.61220527045768
postal_CH9622,3379,9622,Wattwil,189.08169209431352
postal_CH8957,4040,8957,Spreitenbach,192.7918169209431
postal_CH4934,332,4934,Madiswil,194.68349514563099
postal_CH1341,5872,1341,Le Chenit,190.2753120665743
postal_CH9213,4486,9213,Hauptwil-Gottshaus,193.17489597780857
postal_CH8117,193,8117,Fällanden,194.14063800277412
postal_CH6374,1502,6374,Buochs,196.760055478502
postal_CH6146,1131,6146,Grossdietwil,193.35423023578375
postal_CH6122,1136,6122,Menznau,192.1489597780859
postal_CH6246,1123,6246,Altishofen,192.5187239944522
postal_CH6205,1084,6205,Eich,194.69195561719826
postal_CH3072,363,3072,Ostermundigen,198.5543689320388
postal_CH2926,6774,2926,Boncourt,191.86407766990288
postal_CH2916,6789,2916,Fahy,190.2087378640776
postal_CH3088,880,3088,Rüeggisberg,198.32219140083225
postal_CH2733,717,2733,Valbirse,187.97614424410534
postal_CH3634,941,3634,Thierachern,195.8857142857142
postal_CH3555,909,3555,Trubschachen,192.96574202496564
postal_CH3533,605,3533,Bowil,196.04701803051324
postal_CH7172,3985,7172,Sumvitg,195.76380027739262
postal_CH9033,3219,9033,Untereggen,190.62191400832174
postal_CH2608,434,2608,Courtelary,188.39986130374473
postal_CH2338,6753,2338,Muriaux,186.7291262135922
postal_CH4710,2422,4710,Balsthal,193.15381414701795
postal_CH4628,2408,4628,Wolfwil,193.5192787794729
postal_CH4912,321,4912,Aarwangen,194.29611650485464
postal_CH5453,4039,5453,Remetschwil,193.90166435506245
postal_CH6541,3810,6541,Santa Maria in Calanca,190.22662968099857
postal_CH3784,841,3784,Gsteig,192.85173370318998
postal_CH4713,2427,4713,Matzendorf,192.01151178918155
postal_CH3922,6293,3922,Stalden (VS),198.93675450762845
postal_CH4618,2571,4618,Boningen,193.53231622746168
postal_CH5725,4138,5725,Leutwil,194.6579750346741
postal_CH5074,4161,5074,Eiken,191.51137309292648
postal_CH6537,3832,6537,Grono,179.27212205270465
postal_CH3380,990,3380,Walliswil bei Niederbipp,194.23384188626903
postal_CH4537,995,4537,Wiedlisbach,194.10651872399453
postal_CH4919,336,4919,Reisiswil,193.52468793342567
postal_CH4913,323,4913,Bannwil,194.52038834951455
postal_CH3309,411,3309,Kernenried,194.83106796116488
postal_CH3322,543,3322,Mattstetten,196.13314840499294
postal_CH1699,2337,1699,Le Flon,200.82565880721228
postal_CH1788,2284,1788,Mont-Vully,198.41359223300972
postal_CH1725,2233,1725,Hauterive (FR),200.7520110957006
postal_CH1626,2152,1626,Sâles,201.23370319001376
postal_CH2405,6435,2405,La Chaux-du-Milieu,187.86144244105407
postal_CH1528,2044,1528,Surpierre,201.0804438280167
postal_CH9556,4711,9556,Affeltrangen,194.11664355062427
postal_CH4524,2547,4524,Günsberg,193.13744798890443
postal_CH2560,743,2560,Nidau,192.8280166435507
postal_CH1438,5919,1438,Mathod,197.30069348127594
postal_CH1121,5622,1121,Bremblens,201.63356449375848
postal_CH1412,5934,1412,Valeyres-sous-Ursins,199.44244105409166
postal_CH1521,5669,1521,Curtilles,200.81095700416083
postal_CH1462,5939,1462,Yvonand,198.11012482662974
postal_CH1275,5709,1275,Chéserex,198.8858529819695
postal_CH1428,5563,1428,Mutrux,196.34882108183066
postal_CH1415,5912,1415,Démoret,198.52801664355064
postal_CH1433,5929,1433,Suchy,199.3099861303743
postal_CH1307,5487,1307,Lussery-Villars,199.71373092926476
postal_CH1072,5604,1072,Forel (Lavaux),200.68987517337038
postal_CH1814,5889,1814,La Tour-de-Peilz,203.1375866851596
postal_CH1607,5805,1607,Oron,200.32385575589447
postal_CH1847,5412,1847,Rennaz,198.56269070735087
postal_CH1141,5500,1141,Sévery,199.25936199722608
postal_CH6662,5136,6662,Onsernone,188.853259361997
postal_CH6571,5398,6571,Gambarogno,183.06948682385575
postal_CH3955,6102,3955,Albinen,206.35104022191405
postal_CH3948,6119,3948,Turtmann-Unterems,200.55811373092936
postal_CH8965,4062,8965,Berikon,195.3844660194175
postal_CH8955,246,8955,Oetwil an der Limmat,194.57073509015254
postal_CH8479,211,8479,Altikon,194.3922330097088
postal_CH8142,248,8142,Uitikon,195.0859916782247
postal_CH8903,242,8903,Birmensdorf (ZH),194.97267683772532
postal_CH8934,7,8934,Knonau,195.4932038834952
postal_CH8933,8,8933,Maschwanden,195.7273231622745
postal_CH8414,24,8414,Buch am Irchel,189.8281553398058
postal_CH8468,292,8468,Stammheim,194.0421636615811
postal_CH8442,221,8442,Hettlingen,194.418585298197
postal_CH8542,298,8542,Wiesendangen,194.1643550624133
postal_CH8603,197,8603,Schwerzenbach,194.76851595006923
postal_CH8126,160,8126,Zumikon,194.78058252427178
postal_CH1260,5724,1260,Nyon,202.38959778086007
postal_CH6834,5257,6834,Morbio Inferiore,191.57073509015265
postal_CH8460,35,8460,Marthalen,193.29459084604727
postal_CH3988,6076,3988,Obergoms,196.389736477115
postal_CH8832,1323,8832,Wollerau,194.37350901525653
postal_CH8232,2936,8232,Merishausen,188.07267683772542
postal_CH8219,2973,8219,Trasadingen,192.02649098474322
postal_CH1357,5755,1357,Lignerolle,196.6142857142857
postal_CH8600,191,8600,Dübendorf,194.48280166435507
postal_CH9437,3253,9437,Marbach (SG),191.8156726768377
postal_CH6922,5203,6922,Morcote,191.8045769764217
postal_CH6936,5161,6936,Cademario,188.99195561719839
postal_CH6921,5233,6921,Vico Morcote,189.6134535367545
postal_CH6924,5225,6924,Sorengo,191.37073509015255
postal_CH4466,2856,4466,Ormalingen,191.15256588072117
postal_CH4554,2518,4554,Etziken,194.7040221914006
postal_CH3925,6285,3925,Grächen,202.14105409153956
postal_CH4123,2762,4123,Allschwil,192.77988904299602
postal_CH4704,981,4704,Niederbipp,192.77572815533983
postal_CH6056,1407,6056,Sarnen,191.38682385575598
postal_CH6078,1405,6078,Lungern,183.02732316227454
postal_CH8370,4761,8370,Sirnach,193.09140083217744
postal_CH8964,4075,8964,Rudolfstetten-Friedlisberg,194.96865464632447
postal_CH9064,3002,9064,Hundwil,167.51678224687936
postal_CH6275,1023,6275,Ballwil,194.10027739251024
postal_CH6232,1085,6232,Geuensee,194.42760055478493
postal_CH6166,1005,6166,Hasle (LU),190.64396671289853
postal_CH6210,1103,6210,Sursee,194.25242718446603
postal_CH6113,1007,6113,Romoos,189.6474341192788
postal_CH3804,579,3804,Habkern,198.97142857142876
postal_CH3153,853,3153,Rüschegg,190.66754507628303
postal_CH3086,888,3086,Wald (BE),198.39015256588075
postal_CH3770,794,3770,Zweisimmen,192.40471567267682
postal_CH1738,852,1738,Guggisberg,192.02607489597807
postal_CH2950,6784,2950,Courgenay,190.1668515950067
postal_CH2535,449,2535,Sauge,187.2319001386962
postal_CH2532,372,2532,Evilard,190.56948682385575
postal_CH2732,707,2732,Saules (BE),187.5029126213592
postal_CH2852,6710,2852,Courtételle,189.45755894590857
postal_CH3067,359,3067,Vechigen,198.56393897364757
postal_CH3274,734,3274,Bühl,194.0961165048543
postal_CH2856,6702,2856,Boécourt,188.78543689320387
postal_CH2717,715,2717,Rebévelier,187.80083217753116
postal_CH5722,4006,5722,Gränichen,193.7900138696256
postal_CH4652,2501,4652,Winznau,192.67087378640787
postal_CH1905,6212,1905,Dorénaz,192.68529819694868
postal_CH1997,6024,1997,Nendaz,198.04147018030525
postal_CH3855,573,3855,Brienz (BE),197.7621359223299
postal_CH8905,4084,8905,Islisberg,195.12496532593613
postal_CH4616,2580,4616,Kappel (SO),192.98626907073498
postal_CH3815,578,3815,Gündlischwand,152.90332871012478
postal_CH6473,1216,6473,Silenen,182.88252427184472
postal_CH5736,4133,5736,Burg (AG),194.56920943134514
postal_CH5467,4306,5467,Fisibach,193.8954230235783
postal_CH3472,421,3472,Rumendingen,195.84341192787795
postal_CH3423,405,3423,Ersigen,195.80374479889042
postal_CH3377,991,3377,Walliswil bei Wangen,194.02787794729528
postal_CH3362,982,3362,Niederönz,194.83037447988895
postal_CH4573,2526,4573,Lohn-Ammannsegg,194.35575589459071
postal_CH1566,2041,1566,Saint-Aubin (FR),198.0321775312067
postal_CH1791,2254,1791,Courtepin,201.07850208044377
postal_CH1675,2102,1675,Ursy,200.61927877947252
postal_CH1545,5813,1545,Chevroux,198.24438280166422
postal_CH1735,2294,1735,Giffers,197.7686546463244
postal_CH2087,6451,2087,Cornaux,191.63495145631063
postal_CH1595,5458,1595,Faoug,199.52246879334263
postal_CH6850,5254,6850,Mendrisio,189.9459084604713
postal_CH8722,3313,8722,Kaltbrunn,191.88613037447988
postal_CH5463,4322,5463,Wislikofen,192.68626907073502
postal_CH1176,5435,1176,Saint-Livres,200.4124826629683
postal_CH8586,4476,8586,Erlen,194.55603328710131
postal_CH4565,2530,4565,Recherswil,194.44715672676836
postal_CH2544,2543,2544,Bettlach,193.51775312066576
postal_CH9103,3004,9103,Schwellbrunn,188.05104022191404
postal_CH1417,5520,1417,Essertines-sur-Yverdon,199.1453536754507
postal_CH1083,5806,1083,Jorat-Mézières,200.90027739251022
postal_CH1180,5861,1180,Rolle,200.24327323162274
postal_CH1148,5475,1148,Chavannes-le-Veyron,195.62787794729545
postal_CH1896,6159,1896,Vouvry,200.55631067961153
postal_CH1434,5914,1434,Ependes (VD),198.01914008321762
postal_CH1115,5654,1115,Vullierens,200.37198335644928
postal_CH1123,5621,1123,Aclens,201.79875173370323
postal_CH1038,5512,1038,Bercher,200.34174757281554
postal_CH1279,5705,1279,Bogis-Bossey,200.59403606102637
postal_CH1513,5673,1513,Hermenches,201.08363384188647
postal_CH7323,3297,7323,Vilters-Wangs,190.07947295423017
postal_CH3913,6010,3913,Termen,191.8538141470181
postal_CH5644,4223,5644,Auw,194.97350901525658
postal_CH6705,5287,6705,Riviera,180.75950069348136
postal_CH6313,1704,6313,Menzingen,195.64687933425802
postal_CH8428,57,8428,Freienstein-Teufen,193.4504854368932
postal_CH8472,227,8472,Seuzach,194.2675450762829
postal_CH8174,100,8174,Stadel,194.13578363384187
postal_CH8489,182,8489,Wildberg,192.07018030513186
postal_CH8166,91,8166,Niederweningen,194.09653259361994
postal_CH8113,82,8113,Boppelsen,194.74077669902908
postal_CH8523,220,8523,Hagenbuch,193.4852981969488
postal_CH8197,67,8197,Rafz,193.7084604715673
postal_CH8457,32,8457,Humlikon,193.73911234396655
postal_CH3283,304,3283,Kallnach,196.9235783633842
postal_CH7742,3561,7742,Poschiavo,190.15006934812763
postal_CH8192,58,8192,Glattfelden,194.5091539528434
postal_CH8280,4671,8280,Kreuzlingen,195.64812760055466
postal_CH1284,6611,1284,Chancy,199.0492371705964
postal_CH1253,6642,1253,Vandoeuvres,202.61581137309304
postal_CH1254,6626,1254,Jussy,203.73938973647708
postal_CH1258,6632,1258,Perly-Certoux,202.87656033287092
postal_CH1286,6639,1286,Soral,202.2468793342581
postal_CH8305,54,8305,Dietlikon,194.71511789181696
postal_CH1023,5583,1023,Crissier,201.7338418862691
postal_CH6042,4231,6042,Dietwil,194.94646324549245
postal_CH5022,4008,5022,Küttigen,192.6837725381413
postal_CH8259,4871,8259,Wagenhausen,193.11192787794752
postal_CH6952,5167,6952,Canobbio,190.06809986130347
postal_CH4495,2868,4495,Zeglingen,191.006241331484
postal_CH4422,2821,4422,Arisdorf,191.31775312066566
postal_CH3926,6283,3926,Embd,210.5725381414703
postal_CH2016,6408,2016,Cortaillod,196.128294036061
postal_CH5621,4083,5621,Zufikon,195.16366158113738
postal_CH4208,2621,4208,Nunningen,190.3558945908461
postal_CH4229,2612,4229,Beinwil (SO),189.85936199722593
postal_CH4204,2618,4204,Himmelried,190.0040221914009
postal_CH4247,2617,4247,Grindel,190.6091539528434
postal_CH4206,2480,4206,Seewen,189.75478502080466
postal_CH9063,3005,9063,Stein (AR),189.91317614424406
postal_CH5432,4034,5432,Neuenhof,194.2733703190017
postal_CH8608,112,8608,Bubikon,194.5576976421636
postal_CH1325,5765,1325,Vaulion,194.08432732316243
postal_CH7204,3946,7204,Untervaz,195.00346740638003
postal_CH6372,1506,6372,Ennetmoos,192.38932038834957
postal_CH5233,4121,5233,Villigen,191.85783633841908
postal_CH2735,683,2735,Champoz,188.01289875173373
postal_CH4244,2791,4244,Röschenz,190.73079056865492
postal_CH3619,924,3619,Eriz,191.92787794729563
postal_CH3635,943,3635,Uebeschi,196.64604715672675
postal_CH3176,670,3176,Neuenegg,200.7048543689321
postal_CH2842,6721,2842,Rossemaison,189.40665742024976
postal_CH3855,592,3855,Schwanden bei Brienz,197.7621359223299
postal_CH3647,767,3647,Reutigen,196.87905686546475
postal_CH2717,716,2717,Petit-Val,187.80083217753116
postal_CH3112,630,3112,Allmendingen,198.77156726768396
postal_CH2803,6703,2803,Bourrignon,189.48502080443825
postal_CH2922,6783,2922,Courchavon,188.88834951456323
postal_CH3438,903,3438,Lauperswil,194.58571428571406
postal_CH7430,3711,7430,Rongellen,200.0839112343967
postal_CH7214,3961,7214,Grüsch,194.90929264909857
postal_CH7152,3581,7152,Sagogn,198.19098474341192
postal_CH7031,3575,7031,Laax,184.73217753120653
postal_CH7205,3947,7205,Zizers,193.4797503467408
postal_CH7223,3891,7223,Luzein,189.8782246879333
postal_CH7306,3951,7306,Fläsch,196.34521497919565
postal_CH5502,4200,5502,Hunzenschwil,193.3332871012483
postal_CH2333,435,2333,La Ferrière,186.68543689320393
postal_CH2607,433,2607,Cortébert,187.58280166435495
postal_CH2345,6743,2345,Les Breuleux,186.89875173370328
postal_CH8154,92,8154,Oberglatt,194.88113730929268
postal_CH5012,2583,5012,Schönenwerd,192.58834951456325
postal_CH4657,2573,4657,Dulliken,192.9837725381415
postal_CH1925,6214,1925,Finhaut,200.24479889042976
postal_CH9535,4786,9535,Wilen (TG),192.8292649098475
postal_CH7307,3952,7307,Jenins,197.25076282940336
postal_CH8253,4545,8253,Diessenhofen,192.64660194174752
postal_CH4714,2421,4714,Aedermannsdorf,191.56574202496523
postal_CH5334,4302,5334,Böbikon,193.1669902912621
postal_CH5272,4164,5272,Gansingen,191.34660194174754
postal_CH3367,989,3367,Thörigen,194.6844660194178
postal_CH3473,402,3473,Alchenstorf,195.4846047156728
postal_CH3536,901,3536,Eggiwil,194.59431345353667
postal_CH5325,4311,5325,Leibstadt,176.73509015256593
postal_CH6593,5003,6593,Cadenazzo,190.28654646324563
postal_CH3305,541,3305,Iffwil,195.75367545076307
postal_CH3303,557,3303,Zuzwil (BE),195.2837725381414
postal_CH3053,535,3053,Deisswil bei Münchenbuchsee,196.54452149791962
postal_CH5324,4307,5324,Full-Reuenthal,191.4694868238557
postal_CH1763,2198,1763,Granges-Paccot,200.99223300970885
postal_CH1674,2089,1674,Montet (Glâne),200.35423023578366
postal_CH1797,669,1797,Münchenwiler,199.66463245492372
postal_CH1734,2307,1734,Tentlingen,198.8646324549239
postal_CH1567,2051,1567,Delley-Portalban,196.44160887656054
postal_CH5524,4072,5524,Niederwil (AG),194.00846047156728
postal_CH1173,5427,1173,Féchy,201.24785020804435
postal_CH8272,4646,8272,Ermatingen,194.1988904299583
postal_CH9553,4716,9553,Bettwiesen,166.2601941747572
postal_CH1897,6154,1897,Port-Valais,202.47045769764222
postal_CH1269,5703,1269,Bassins,197.70804438280172
postal_CH1317,5493,1317,Orny,198.83911234396703
postal_CH1510,5678,1510,Moudon,200.94646324549225
postal_CH1304,5499,1304,Senarclens,198.87073509015252
postal_CH1355,5741,1355,L'Abergement,193.8705963938974
postal_CH1028,5643,1028,Préverenges,201.8624133148406
postal_CH1412,5932,1412,Ursins,199.44244105409166
postal_CH1406,5910,1406,Cronay,199.20416088765597
postal_CH1146,5431,1146,Mollens (VD),195.1155339805825
postal_CH1274,5722,1274,Grens,199.82579750346736
postal_CH1166,5860,1166,Perroy,201.18737864077656
postal_CH1844,5414,1844,Villeneuve (VD),193.2782246879335
postal_CH1295,5723,1295,Mies,202.10735090152548
postal_CH1184,5858,1184,Luins,200.1090152565882
postal_CH1041,5514,1041,Bottens,201.0987517337033
postal_CH1268,5704,1268,Begnins,198.05950069348148
postal_CH8488,228,8488,Turbenthal,192.60638002773914
postal_CH8248,34,8248,Laufen-Uhwiesen,192.03287101248264
postal_CH8910,2,8910,Affoltern am Albis,195.24341192787807
postal_CH8010,247,8010,Schlieren,194.05062413314852
postal_CH1950,6266,1950,Sion,205.06005547850194
postal_CH3961,6252,3961,Anniviers,202.4490984743411
postal_CH8756,1631,8756,Glarus Süd,178.02385575589457
postal_CH6828,5242,6828,Balerna,191.8579750346739
postal_CH3917,6195,3917,Ferden,199.95755894590846
postal_CH9230,3402,9230,Flawil,191.58460471567247
postal_CH8594,4656,8594,Güttingen,194.3425797503467
postal_CH3772,793,3772,St. Stephan,194.26699029126215
postal_CH8514,4881,8514,Amlikon-Bissegg,194.0843273231623
postal_CH5466,4308,5466,Kaiserstuhl,193.95908460471554
postal_CH8234,2919,8234,Stetten (SH),190.9604715672678
postal_CH8239,2915,8239,Dörflingen,192.38834951456312
postal_CH8506,4811,8506,Herdern,193.8726768377254
postal_CH9502,4723,9502,Braunau,193.3072122052705
postal_CH7201,3945,7201,Trimmis,0.0
postal_CH5036,4010,5036,Oberentfelden,193.9851595006937
postal_CH8845,1375,8845,Unteriberg,189.5288488210819
postal_CH8400,230,8400,Winterthur,193.7385575589459
postal_CH8330,177,8330,Pfäffikon,194.9642163661581
postal_CH5623,4228,5623,Boswil,194.45963938973634
postal_CH6944,5180,6944,Cureglia,191.42898751733696
postal_CH6948,5214,6948,Porza,190.92662968099862
postal_CH6817,5195,6817,Maroggia,187.73717059639387
postal_CH6999,5146,6999,Astano,188.82801664355082
postal_CH9472,3273,9472,Grabs,189.1829403606103
postal_CH4460,2846,4460,Gelterkinden,191.10041608876568
postal_CH4410,2829,4410,Liestal,191.29389736477125
postal_CH8967,4081,8967,Widen,195.16768377253806
postal_CH5702,4204,5702,Niederlenz,193.5808599167822
postal_CH4107,2768,4107,Ettingen,192.1255201109571
postal_CH4228,2615,4228,Erschwil,186.74133148404994
postal_CH4127,2766,4127,Birsfelden,192.28821081830796
postal_CH8916,4071,8916,Jonen,195.12441054091542
postal_CH9056,3022,9056,Gais,187.91539528432742
postal_CH8254,4536,8254,Basadingen-Schlattingen,192.87434119278782
postal_CH6386,1511,6386,Wolfenschiessen,174.06823855755894
postal_CH6208,1095,6208,Oberkirch,194.39306518723998
postal_CH6215,1081,6215,Beromünster,194.8098474341194
postal_CH3617,925,3617,Fahrni,197.0988904299583
postal_CH2712,706,2712,Saicourt,186.27531206657423
postal_CH2534,438,2534,Orvin,191.0836338418862
postal_CH3434,613,3434,Landiswil,196.82316227461865
postal_CH2875,6745,2875,Les Enfers,0.0
postal_CH3806,572,3806,Bönigen,199.16754507628298
postal_CH3233,501,3233,Tschugg,196.2084604715675
postal_CH1657,843,1657,Saanen,191.24590846047164
postal_CH3622,931,3622,Homberg,197.60596393897367
postal_CH3113,623,3113,Rubigen,198.9791955617199
postal_CH3272,754,3272,Walperswil,194.446879334258
postal_CH3803,571,3803,Beatenberg,197.49167822468794
postal_CH3037,354,3037,Kirchlindach,197.83550624133147
postal_CH3453,958,3453,Trachselwald,195.1650485436894
postal_CH2853,6729,2853,Haute-Sorne,189.09417475728154
postal_CH3932,6298,3932,Visperterminen,179.9822468793344
postal_CH7184,3983,7184,Medel (Lucmagn),184.17281553398058
postal_CH5444,4031,5444,Künten,194.16130374479891
postal_CH4562,2513,4562,Biberist,193.95963938973662
postal_CH8890,3292,8890,Flums,186.59278779472965
postal_CH5412,4029,5412,Gebenstorf,192.8022191400832
postal_CH1000,5586,1000,Lausanne,201.6435506241333
postal_CH2543,387,2543,Lengnau (BE),192.37212205270453
postal_CH5332,4315,5332,Rekingen (AG),192.47018030513192
postal_CH6500,5002,6500,Bellinzona,186.80957004160885
postal_CH1009,5590,1009,Pully,201.6581137309293
postal_CH3254,2457,3254,Messen,195.46601941747574
postal_CH6319,1701,6319,Baar,195.30957004160894
postal_CH1717,2304,1717,St. Ursen,190.16116504854378
postal_CH1733,2226,1733,Treyvaux,199.01789181692098
postal_CH1660,5841,1660,Château-d'Oex,194.48876560332863
postal_CH1737,2300,1737,Plasselb,195.21997226074902
postal_CH2406,6432,2406,La Brévine,186.8619972260751
postal_CH1714,2296,1714,Heitenried,198.12135922330097
postal_CH3280,2261,3280,Greng,199.80291262135918
postal_CH9442,3233,9442,Berneck,189.48058252427185
postal_CH9607,3394,9607,Mosnang,191.29361997226056
postal_CH6154,1135,6154,Luthern,188.8478502080444
postal_CH5643,4239,5643,Sins,195.10859916782238
postal_CH2068,6454,2068,Hauterive (NE),195.10929264909842
postal_CH9436,3232,9436,Balgach,191.8915395284326
postal_CH7260,3851,7260,Davos,197.38113730929268
postal_CH5703,4209,5703,Seon,193.81595006934808
postal_CH5637,4224,5637,Beinwil (Freiamt),194.1502080443827
postal_CH4534,2545,4534,Flumenthal,193.82135922330107
postal_CH1846,5403,1846,Chessel,200.1546463245492
postal_CH1358,5763,1358,Valeyres-sous-Rances,196.42829403606098
postal_CH1405,5926,1405,Pomy,199.31761442441055
postal_CH1353,5747,1353,Bofflens,197.0701803051317
postal_CH1523,5831,1523,Valbroye,200.8947295423023
postal_CH1167,5640,1167,Lussy-sur-Morges,202.06893203883496
postal_CH1164,5623,1164,Buchillon,202.7778085991678
postal_CH1272,5718,1272,Genolier,198.8776699029126
postal_CH1425,5565,1425,Onnens (VD),197.48307905686525
postal_CH1445,5766,1445,Vuiteboeuf,192.31692094313445
postal_CH1442,5922,1442,Montagny-près-Yverdon,197.60221914008315
postal_CH1263,5714,1263,Crassier,199.0736477115117
postal_CH1430,5924,1430,Orges,196.50332871012503
postal_CH6516,5138,6516,Cugnasco-Gerra,190.46241331484052
postal_CH6774,5071,6774,Dalpe,191.35991678224687
postal_CH8157,86,8157,Dielsdorf,194.426352288488
postal_CH8416,28,8416,Flaach,193.63592233009706
postal_CH8478,39,8478,Thalheim an der Thur,194.28529819694853
postal_CH8340,117,8340,Hinwil,193.8951456310678
postal_CH8134,131,8134,Adliswil,193.4693481276007
postal_CH8467,41,8467,Truttikon,194.1355062413315
postal_CH8194,61,8194,Hüntwangen,193.18876560332865
postal_CH8247,29,8247,Flurlingen,190.6793342579749
postal_CH8136,141,8136,Thalwil,194.88169209431334
postal_CH8915,4,8915,Hausen am Albis,194.80901525658803
postal_CH5712,4131,5712,Beinwil am See,195.21567267683773
