postal_code,Gde-Nr.,PLZ,Gemeinde,global_rad_10y_mean:W
postal_CH1063,5661,1063,Boulens,200.50069348127585
postal_CH1136,5625,1136,Bussy-Chardonney,201.30083217753105
postal_CH1071,5610,1071,Saint-Saphorin (Lavaux),200.8703190013869
postal_CH1538,5828,1538,Treytorrens (Payerne),199.9173370319001
postal_CH1318,5497,1318,Pompaples,198.18044382801696
postal_CH1053,5516,1053,Cugy (VD),201.24036061026334
postal_CH1142,5494,1142,Pampigny,199.09556171983357
postal_CH1040,5535,1040,Saint-Barthélemy (VD),201.02524271844658
postal_CH3983,6172,3983,Bister,200.2246879334257
postal_CH3922,6282,3922,Eisten,198.93675450762845
postal_CH6644,5121,6644,Orselina,190.8299583911234
postal_CH6722,5048,6722,Acquarossa,189.2668515950071
postal_CH6652,5396,6652,Terre di Pedemonte,189.89348127600545
postal_CH8708,155,8708,Männedorf,196.31539528432748
postal_CH3953,6109,3953,Inden,193.39015256588075
postal_CH8415,23,8415,Berg am Irchel,193.69708737864073
postal_CH8344,111,8344,Bäretswil,192.7531206657419
postal_CH8912,10,8912,Obfelden,195.4285714285714
postal_CH8493,297,8493,Bauma,192.3446601941748
postal_CH8904,241,8904,Aesch (ZH),194.32552011095694
postal_CH8108,84,8108,Dällikon,194.8595006934813
postal_CH8427,68,8427,Rorbas,194.2837725381414
postal_CH1965,6265,1965,Savièse,204.92898751733696
postal_CH5465,4314,5465,Mellikon,193.67545076282923
postal_CH2540,2546,2540,Grenchen,192.8105409153953
postal_CH1200,6628,1200,Lancy,203.32801664355046
postal_CH1211,6634,1211,Pregny-Chambésy,203.29320388349527
postal_CH7550,3762,7550,Scuol,201.0147018030514
postal_CH5436,4048,5436,Würenlos,194.605547850208
postal_CH5040,4144,5040,Schöftland,193.87961165048554
postal_CH6487,1208,6487,Göschenen,191.05325936199733
postal_CH1354,5756,1354,Montcherand,197.75048543689326
postal_CH5043,4136,5043,Holziken,189.09112343966723
postal_CH5017,4005,5017,Erlinsbach (AG),189.77517337031892
postal_CH5053,4284,5053,Staffelbach,193.14119278779472
postal_CH6433,1366,6433,Morschach,189.57267683772514
postal_CH1921,6137,1921,Martigny-Combe,194.36144244105418
postal_CH6805,5199,6805,Mezzovico-Vira,181.66796116504864
postal_CH6821,5219,6821,Rovio,183.39126213592243
postal_CH6818,5197,6818,Melano,176.10388349514562
postal_CH6986,5200,6986,Miglieglia,187.17073509015262
postal_CH4900,329,4900,Langenthal,194.06809986130372
postal_CH4416,2823,4416,Bubendorf,188.99750346740626
postal_CH4425,2894,4425,Titterten,190.1854368932038
postal_CH4411,2833,4411,Seltisberg,190.50041608876572
postal_CH4232,2616,4232,Fehren,190.4363384188625
postal_CH4147,2761,4147,Aesch (BL),191.72233009708748
postal_CH3280,2275,3280,Murten,199.80291262135918
postal_CH5742,4276,5742,Kölliken,193.75117891816905
postal_CH8512,4611,8512,Thundorf,194.47975034674056
postal_CH6780,5061,6780,Airolo,197.47988904299572
postal_CH3365,988,3365,Seeberg,195.3002773925104
postal_CH3298,391,3298,Oberwil bei Büren,194.81636615811377
postal_CH6244,1137,6244,Nebikon,191.95173370319011
postal_CH6233,1082,6233,Büron,193.06893203883496
postal_CH6211,1125,6211,Dagmersellen,192.4979195561719
postal_CH4223,2781,4223,Blauen,191.58779472954217
postal_CH3858,580,3858,Hofstetten bei Brienz,198.38349514563106
postal_CH2952,6782,2952,Cornol,190.39764216366135
postal_CH2887,6759,2887,Soubey,186.86033287101262
postal_CH9034,3212,9034,Eggersriet,190.80957004160894
postal_CH7523,3783,7523,Madulain,199.37004160887662
postal_CH4314,4263,4314,Zeiningen,190.7843273231624
postal_CH2012,6416,2012,Milvignes,196.03994452149763
postal_CH6436,1367,6436,Muotathal,192.29889042995848
postal_CH3075,627,3075,Worb,198.85228848821097
postal_CH4655,2499,4655,Stüsslingen,190.14951456310678
postal_CH5746,2585,5746,Walterswil (SO),193.50041608876558
postal_CH1903,6211,1903,Collonges,192.53966712898753
postal_CH4600,2581,4600,Olten,192.88834951456303
postal_CH7104,3672,7104,Safiental,197.2791955617199
postal_CH8583,4506,8583,Sulgen,193.72676837725376
postal_CH5245,4099,5245,Habsburg,192.96629680998618
postal_CH8880,3298,8880,Walenstadt,187.75104022191408
postal_CH3099,879,3099,Riggisberg,189.91525658807203
postal_CH4468,2492,4468,Kienberg,188.34937586685155
postal_CH4316,4251,4316,Hellikon,189.61983356449363
postal_CH8962,4023,8962,Bergdietikon,193.9866851595008
postal_CH5604,4198,5604,Hendschiken,193.7212205270458
postal_CH5322,4310,5322,Koblenz,191.60346740637988
postal_CH4324,4256,4324,Obermumpf,190.66477115117894
postal_CH5504,4205,5504,Othmarsingen,193.60998613037427
postal_CH4315,4264,4315,Zuzgen,191.56366158113727
postal_CH3380,992,3380,Wangen an der Aare,194.23384188626903
postal_CH4450,2861,4450,Sissach,191.63522884882104
postal_CH3800,587,3800,Matten bei Interlaken,196.28585298196933
postal_CH1719,2292,1719,Brünisried,195.98529819694852
postal_CH2318,6433,2318,Brot-Plamboz,188.8277392510403
postal_CH3175,2309,3175,Wünnewil-Flamatt,199.92801664355062
postal_CH1669,2121,1669,Haut-Intyamon,195.55173370318997
postal_CH1533,2027,1533,Ménières,200.6266296809987
postal_CH1723,2206,1723,Marly,199.1929264909848
postal_CH6416,1374,6416,Steinerberg,195.8188626907073
postal_CH9305,3211,9305,Berg (SG),193.61927877947286
postal_CH4515,2553,4515,Oberdorf (SO),192.61123439667128
postal_CH4535,2548,4535,Hubersdorf,193.6926490984743
postal_CH1646,2131,1646,Echarlens,200.02191400832197
postal_CH1042,5471,1042,Bettens,200.75312066574216
postal_CH1175,5637,1175,Lavigny,201.69639389736477
postal_CH1033,5582,1033,Cheseaux-sur-Lausanne,201.35145631067974
postal_CH1134,5628,1134,Chigny,201.688904299584
postal_CH1027,5638,1027,Lonay,201.85270457697638
postal_CH1148,5491,1148,Mont-la-Ville,195.62787794729545
postal_CH1299,5713,1299,Crans (VD),201.41969486823837
postal_CH1132,5639,1132,Lully (VD),202.20485436893222
postal_CH1044,5522,1044,Fey,200.27337031900143
postal_CH1148,5490,1148,Moiry,195.62787794729545
postal_CH1053,5515,1053,Bretigny-sur-Morrens,201.24036061026334
postal_CH6682,5315,6682,Linescio,191.0156726768377
postal_CH7505,3782,7505,Celerina/Schlarigna,200.850208044383
postal_CH7516,3792,7516,Bregaglia,191.76699029126215
postal_CH8187,102,8187,Weiach,194.15547850208054
postal_CH8264,4806,8264,Eschenz,193.43217753120675
postal_CH8158,95,8158,Regensberg,194.16518723994446
postal_CH8484,180,8484,Weisslingen,193.20915395284334
postal_CH8465,40,8465,Trüllikon,193.57517337031885
postal_CH8471,214,8471,Dägerlen,194.14424410540923
postal_CH8802,135,8802,Kilchberg (ZH),195.40235783633847
postal_CH8122,195,8122,Maur,194.54410540915399
postal_CH8200,2939,8200,Schaffhausen,191.98141470180315
postal_CH1993,6267,1993,Veysonnaz,187.70554785020798
postal_CH6133,1132,6133,Hergiswil bei Willisau,192.85242718446585
postal_CH9400,3215,9400,Rorschach,191.8671289875173
postal_CH8233,2931,8233,Bargen (SH),188.12260748959778
postal_CH8263,2961,8263,Buch (SH),192.2163661581136
postal_CH7527,3746,7527,Zernez,199.94327323162287
postal_CH7556,3764,7556,Valsot,201.1353675450762
postal_CH3360,979,3360,Herzogenbuchsee,194.85894590846044
postal_CH6331,1703,6331,Hünenberg,195.7994452149792
postal_CH1350,5757,1350,Orbe,198.0219140083216
postal_CH5314,4303,5314,Böttstein,191.67961165048519
postal_CH9308,3201,9308,Häggenschwil,193.2715672676838
postal_CH6900,5210,6900,Paradiso,191.03245492371758
postal_CH6900,5192,6900,Lugano,191.03245492371758
postal_CH6983,5193,6983,Magliaso,190.2682385575592
postal_CH6928,5194,6928,Manno,184.3629680998614
postal_CH6814,5189,6814,Lamone,189.65617198335644
postal_CH5062,4173,5062,Oberhof,191.42968099861295
postal_CH4446,2843,4446,Buckten,189.35852981969495
postal_CH4431,2882,4431,Bennwil,190.6948682385577
postal_CH4245,2619,4245,Kleinlützel,189.9023578363385
postal_CH5037,4009,5037,Muhen,191.79140083217743
postal_CH3280,2271,3280,Meyriez,199.80291262135918
postal_CH8266,4864,8266,Steckborn,194.99972260748953
postal_CH9326,4421,9326,Horn,193.06532593619988
postal_CH9043,3025,9043,Trogen,188.6987517337032
postal_CH1343,5873,1343,Le Lieu,191.50929264909846
postal_CH6024,1088,6024,Hildisrieden,193.89306518723993
postal_CH6170,1008,6170,Schüpfheim,188.5575589459087
postal_CH3236,495,3236,Gampelen,195.8346740638002
postal_CH3661,944,3661,Uetendorf,197.3101248266299
postal_CH3272,735,3272,Epsach,194.446879334258
postal_CH3114,632,3114,Wichtrach,197.90582524271827
postal_CH3087,877,3087,Niedermuhlern,197.9872399445214
postal_CH2563,739,2563,Ipsach,193.76685159500684
postal_CH3237,491,3237,Brüttelen,196.28224687933437
postal_CH2575,736,2575,Hagneck,190.81276005547844
postal_CH2900,6800,2900,Porrentruy,189.93411927877943
postal_CH3126,869,3126,Kaufdorf,197.47739251040235
postal_CH3550,902,3550,Langnau im Emmental,195.68141470180302
postal_CH3775,792,3775,Lenk,196.8385575589458
postal_CH7235,3861,7235,Fideris,180.69403606102642
postal_CH6491,1212,6491,Realp,190.00471567267695
postal_CH6153,1145,6153,Ufhusen,192.861997226075
postal_CH6900,5196,6900,Massagno,191.03245492371758
postal_CH2877,6741,2877,Le Bémont (JU),0.0
postal_CH5723,4145,5723,Teufenthal (AG),194.06920943134543
postal_CH1908,6139,1908,Riddes,194.39570041608866
postal_CH1914,6134,1914,Isérables,192.07281553398053
postal_CH9320,4401,9320,Arbon,193.46699029126236
postal_CH9030,3442,9030,Gaiserwald,191.87447988904313
postal_CH9113,3401,9113,Degersheim,190.44202496532594
postal_CH6463,1205,6463,Bürglen (UR),196.19237170596378
postal_CH5075,4167,5075,Hornussen,190.19472954230218
postal_CH9554,4776,9554,Tobel-Tägerschen,193.33370319001364
postal_CH4536,971,4536,Attiswil,193.89639389736465
postal_CH3416,951,3416,Affoltern im Emmental,196.4065187239945
postal_CH3421,415,3421,Lyssach,195.5155339805825
postal_CH5316,4313,5316,Leuggern,191.66560332871015
postal_CH1553,2068,1553,Châtonnaye,201.7335644937588
postal_CH2117,6504,2117,La Côte-aux-Fées,188.23384188626903
postal_CH1742,2173,1742,Autigny,201.10027739251035
postal_CH8849,1361,8849,Alpthal,186.336477115118
postal_CH3812,594,3812,Wilderswil,190.62676837725377
postal_CH2558,731,2558,Aegerten,194.17808599167813
postal_CH1163,5636,1163,Etoy,202.46130374479907
postal_CH4917,333,4917,Melchnau,194.16546463245504
postal_CH4566,2525,4566,Kriegstetten,194.319972260749
postal_CH9413,3111,9413,Oberegg,190.11165048543697
postal_CH1372,5746,1372,Bavois,199.12052704576976
postal_CH1124,5484,1124,Gollion,201.00527045769758
postal_CH1407,5913,1407,Donneloye,199.046185852982
postal_CH1525,5819,1525,Henniez,201.57517337031894
postal_CH1373,5749,1373,Chavornay,198.98973647711512
postal_CH1143,5421,1143,Apples,200.40679611650484
postal_CH1801,5882,1801,Chardonne,201.80873786407767
postal_CH1082,5785,1082,Corcelles-le-Jorat,200.33190013869628
postal_CH1088,5798,1088,Ropraz,200.9076282940361
postal_CH1808,5884,1808,Corsier-sur-Vevey,199.21872399445212
postal_CH1070,5607,1070,Puidoux,200.28515950069348
postal_CH1303,5496,1303,Penthaz,201.19042995839098
postal_CH1030,5624,1030,Bussigny,201.88072122052696
postal_CH3954,6111,3954,Leukerbad,191.8576976421636
postal_CH8640,3340,8640,Rapperswil-Jona,195.09847434119266
postal_CH8803,139,8803,Rüschlikon,195.56407766990282
postal_CH8196,71,8196,Wil (ZH),194.05658807212208
postal_CH8475,37,8475,Ossingen,194.32593619972243
postal_CH8193,55,8193,Eglisau,193.7380027739251
postal_CH8102,245,8102,Oberengstringen,195.21220527045764
postal_CH1266,5715,1266,Duillier,200.57212205270466
postal_CH3971,6253,3971,Crans-Montana,207.14923717059628
postal_CH3943,6194,3943,Eischoll,197.0522884882109
postal_CH9204,3441,9204,Andwil (SG),192.13231622746184
postal_CH3919,6192,3919,Blatten,190.73162274618596
postal_CH4952,953,4952,Eriswil,193.76241331484053
postal_CH8580,4461,8580,Amriswil,193.81123439667124
postal_CH1247,6602,1247,Anières,202.84937586685172
postal_CH1285,6604,1285,Avusy,200.65228848821073
postal_CH1236,6609,1236,Cartigny,200.73342579750374
postal_CH1225,6613,1225,Chêne-Bourg,203.1191400832177
postal_CH1232,6618,1232,Confignon,203.11289875173367
postal_CH8877,3295,8877,Quarten,151.02538141470166
postal_CH8217,2974,8217,Wilchingen,192.0152565880722
postal_CH5413,4024,5413,Birmenstorf (AG),193.49251040221907
postal_CH2553,746,2553,Safnern,194.22011095700427
postal_CH3270,301,3270,Aarberg,196.0883495145629
postal_CH5454,4022,5454,Bellikon,193.42510402219133
postal_CH8274,4696,8274,Tägerwilen,194.6638002773925
postal_CH8112,94,8112,Otelfingen,194.99167822468806
postal_CH4624,2402,4624,Härkingen,193.4643550624133
postal_CH5624,4229,5624,Bünzen,195.34410540915408
postal_CH6939,5237,6939,Alto Malcantone,184.4364771151179
postal_CH5073,4165,5073,Gipf-Oberfrick,191.1377253814147
postal_CH4455,2869,4455,Zunzgen,189.47420249653274
postal_CH4461,2842,4461,Böckten,191.45492371705956
postal_CH4445,2847,4445,Häfelfingen,191.09750346740626
postal_CH4435,2891,4435,Niederdorf,190.46144244105403
postal_CH7532,3847,7532,Val Müstair,203.78599167822492
postal_CH7427,3670,7427,Urmein,201.24438280166436
postal_CH4226,2613,4226,Breitenbach,190.40915395284318
postal_CH2720,446,2720,Tramelan,187.58363384188613
postal_CH9313,3202,9313,Muolen,194.01955617198357
postal_CH3000,351,3000,Bern,198.1708737864077
postal_CH6274,1026,6274,Eschenbach (LU),194.2298196948682
postal_CH6044,1067,6044,Udligenswil,194.87988904299587
postal_CH6265,1142,6265,Roggliswil,193.41497919556164
postal_CH6231,1100,6231,Schlierbach,194.4740638002775
postal_CH2812,6718,2812,Movelier,190.12801664355078
postal_CH3208,665,3208,Gurbrü,199.2877947295424
postal_CH2732,703,2732,Reconvilier,187.5029126213592
postal_CH3628,885,3628,Uttigen,198.22565880721237
postal_CH3645,947,3645,Zwieselberg,196.84646324549232
postal_CH3053,536,3053,Diemerswil,196.54452149791962
postal_CH2935,6773,2935,Beurnevésin,191.96324549237187
postal_CH6083,783,6083,Hasliberg,200.80610263522885
postal_CH3862,784,3862,Innertkirchen,186.01012482662964
postal_CH2514,740,2514,Ligerz,190.70416088765592
postal_CH3703,562,3703,Aeschi bei Spiez,199.39320388349503
postal_CH3807,582,3807,Iseltwald,183.02205270457696
postal_CH3716,564,3716,Kandergrund,185.02607489597787
postal_CH3066,358,3066,Stettlen,198.35270457697632
postal_CH3614,945,3614,Unterlangenegg,194.92593619972263
postal_CH2873,6722,2873,Saulcy,187.9238557558947
postal_CH3752,769,3752,Wimmis,193.43828016643562
postal_CH1933,6035,1933,Sembrancher,207.5051317614425
postal_CH7241,3881,7241,Conters im Prättigau,184.10984743411933
postal_CH7180,3982,7180,Disentis/Mustér,194.53092926491
postal_CH7151,3582,7151,Schluein,197.17461858529802
postal_CH7249,3871,7249,Klosters,194.75395284327345
postal_CH2336,6742,2336,Les Bois,186.8619972260748
postal_CH8505,4841,8505,Pfyn,193.96088765603307
postal_CH8553,4590,8553,Hüttlingen,194.19320388349524
postal_CH3816,576,3816,Grindelwald,198.96532593619978
postal_CH7482,3544,7482,Bergün Filisur,189.95936199722604
postal_CH9443,3238,9443,Widnau,192.09056865464635
postal_CH8360,4724,8360,Eschlikon,192.94715672676836
postal_CH8306,200,8306,Wangen-Brüttisellen,194.66158113730944
postal_CH6476,1209,6476,Gurtnellen,188.93384188626914
postal_CH6468,1203,6468,Attinghausen,191.34937586685152
postal_CH5300,4042,5300,Turgi,193.0094313453535
postal_CH4333,4172,4333,Münchwilen (AG),185.6957004160886
postal_CH1867,5409,1867,Ollon,198.62441054091525
postal_CH3429,410,3429,Höchstetten,195.0862690707351
postal_CH3368,324,3368,Bleienbach,194.89417475728158
postal_CH4852,4282,4852,Rothrist,193.25589459084614
postal_CH3323,403,3323,Bäriswil,195.67004160887646
postal_CH1532,2016,1532,Fétigny,200.8667128987518
postal_CH2103,6512,2103,Val-de-Travers,187.90457697642157
postal_CH1741,2186,1741,Cottens (FR),201.40041608876558
postal_CH1700,2196,1700,Fribourg,201.0521497919557
postal_CH1732,2238,1732,Bois-d'Amont,200.19805825242722
postal_CH1486,2054,1486,Estavayer,198.6553398058252
postal_CH3185,2305,3185,Schmitten (FR),200.83606102635233
postal_CH1565,2045,1565,Vallon,198.15076282940382
postal_CH1618,2325,1618,Châtel-Saint-Denis,198.8814147018029
postal_CH1721,2272,1721,Misery-Courtion,200.83162274618587
postal_CH1718,2301,1718,Rechthalten,197.35325936199732
postal_CH5273,4184,5273,Mettauertal,192.006241331484
postal_CH6534,3835,6534,San Vittore,186.7561719833563
postal_CH2300,6421,2300,La Chaux-de-Fonds,186.49902912621357
postal_CH9054,3104,9054,Schlatt-Haslen,189.07406380027737
postal_CH1145,5425,1145,Bière,198.1166435506241
postal_CH4702,2407,4702,Oensingen,193.31484049930668
postal_CH6126,1151,6126,Willisau,189.36976421636604
postal_CH1277,5706,1277,Borex,199.1342579750348
postal_CH1148,5486,1148,L'Isle,195.62787794729545
postal_CH1800,5890,1800,Vevey,202.81497919556168
postal_CH1852,5413,1852,Roche (VD),193.7384188626907
postal_CH1312,5482,1312,Eclépens,199.57725381414687
postal_CH1416,5530,1416,Pailly,200.48085991678215
postal_CH1122,5645,1122,Romanel-sur-Morges,201.76490984743415
postal_CH1026,5632,1026,Denges,201.51359223300997
postal_CH6743,5064,6743,Bodio,180.65298196948692
postal_CH6613,5125,6613,Ronco sopra Ascona,186.75076282940375
postal_CH6598,5131,6598,Tenero-Contra,191.30554785020811
postal_CH6692,5323,6692,Lavizzara,188.6826629680999
postal_CH3615,923,3615,Buchholterberg,195.22371705963943
postal_CH6330,1702,6330,Cham,195.71040221914035
postal_CH6315,1706,6315,Oberägeri,194.71803051317616
postal_CH9642,3352,9642,Ebnat-Kappel,187.91026352288495
postal_CH3612,939,3612,Steffisburg,198.89251040221913
postal_CH8115,87,8115,Hüttikon,191.64937586685153
postal_CH8135,136,8135,Langnau am Albis,195.47364771151175
postal_CH8173,88,8173,Neerach,194.41165048543695
postal_CH8604,199,8604,Volketswil,194.73217753120682
postal_CH8911,12,8911,Rifferswil,195.31789181692108
postal_CH1974,6261,1974,Arbaz,208.08571428571454
postal_CH3973,6254,3973,Noble-Contrée,206.58210818307919
postal_CH2555,733,2555,Brügg,193.7588072122054
postal_CH3053,546,3053,Münchenbuchsee,196.54452149791962
postal_CH1246,6619,1246,Corsier (GE),202.79833564493768
postal_CH1213,6631,1213,Onex,203.1378640776699
postal_CH8225,2953,8225,Siblingen,190.3388349514563
postal_CH6197,906,6197,Schangnau,191.290429958391
postal_CH3507,603,3507,Biglen,198.4360610263525
postal_CH2400,6436,2400,Le Locle,182.75312066574216
postal_CH8268,4851,8268,Salenstein,194.17142857142846
postal_CH5000,4001,5000,Aarau,192.66934812760056
postal_CH6916,5186,6916,Grancia,186.40291262135906
postal_CH6562,3823,6562,Soazza,177.85270457697646
postal_CH4457,2884,4457,Diegten,191.1104022191401
postal_CH4415,2828,4415,Lausen,191.97170596393894
postal_CH3857,785,3857,Meiringen,196.34355062413303
postal_CH8564,4701,8564,Wäldi,194.33411927877947
postal_CH9057,3105,9057,Schwende,184.79514563106807
postal_CH7405,3637,7405,Rothenbrunnen,189.00041608876558
postal_CH4153,2773,4153,Reinach (BL),191.807628294036
postal_CH8565,4666,8565,Kemmental,195.0373092926492
postal_CH7017,3732,7017,Flims,193.2887656033288
postal_CH7014,3734,7014,Trin,198.92662968099847
postal_CH6854,5266,6854,Stabio,191.42302357836343
postal_CH9220,4471,9220,Bischofszell,192.89320388349532
postal_CH7320,3296,7320,Sargans,193.31192787794737
postal_CH3454,957,3454,Sumiswald,196.98016643550622
postal_CH1338,5744,1338,Ballaigues,194.43855755894583
postal_CH6370,1509,6370,Stans,193.75104022191397
postal_CH6144,1150,6144,Zell (LU),193.3794729542301
postal_CH6026,1037,6026,Rain,193.72427184466028
postal_CH6145,1129,6145,Fischbach,193.1675450762828
postal_CH6030,1054,6030,Ebikon,192.75977808599177
postal_CH6160,1002,6160,Entlebuch,189.43190013869616
postal_CH2805,6724,2805,Soyhières,189.10527045769763
postal_CH2746,691,2746,Crémines,189.5471567267685
postal_CH2813,6713,2813,Ederswiler,189.19153952843263
postal_CH2946,6810,2946,La Baroche,190.79556171983364
postal_CH4224,2789,4224,Nenzlingen,191.02524271844658
postal_CH3853,588,3853,Niederried bei Interlaken,198.44951456310682
postal_CH3864,782,3864,Guttannen,185.7668515950069
postal_CH2556,747,2556,Scheuren,193.9809986130374
postal_CH2824,6730,2824,Val Terbi,190.43023578363375
postal_CH3293,386,3293,Dotzigen,194.62260748959758
postal_CH3629,622,3629,Oppligen,197.82690707350923
postal_CH3671,610,3671,Herbligen,197.76588072122055
postal_CH2814,2790,2814,Roggenburg,190.6538141470179
postal_CH7126,3619,7126,Ilanz/Glion,198.15589459084603
postal_CH7502,3781,7502,Bever,195.73065187239962
postal_CH6013,1066,6013,Schwarzenberg,186.81359223300979
postal_CH5425,4318,5425,Schneisingen,193.6865464632455
postal_CH9306,4431,9306,Roggwil (TG),193.65450762829394
postal_CH9217,4501,9217,Kradolf-Schönenberg,192.7564493758668
postal_CH8966,4074,8966,Oberwil-Lieli,195.1704576976422
postal_CH1008,5585,1008,Jouxtens-Mézery,200.93384188626905
postal_CH9503,4921,9503,Bussnang,193.41109570041596
postal_CH5235,4112,5235,Rüfenach,192.5844660194175
postal_CH9476,3276,9476,Wartau,191.77101248266305
postal_CH6462,1214,6462,Seedorf (UR),193.1865464632456
postal_CH5625,4233,5625,Kallern,194.9610263522885
postal_CH5622,4240,5622,Waltenschwil,195.2325936199722
postal_CH5505,4193,5505,Brunegg,193.61012482662963
postal_CH5705,4197,5705,Hallwil,194.32385575589447
postal_CH5107,4125,5107,Schinznach,192.8571428571429
postal_CH4332,4260,4332,Stein (AG),191.6391123439666
postal_CH1782,2235,1782,La Sonnaz,201.13439667128992
postal_CH1716,2299,1716,Plaffeien,197.30110957004175
postal_CH1614,2328,1614,Granges (Veveyse),200.69639389736494
postal_CH2019,6413,2019,Rochefort,192.18169209431346
postal_CH1686,2079,1686,Grangettes,199.76269070735097
postal_CH1695,2236,1695,Gibloux,200.79889042995828
postal_CH1483,2050,1483,Les Montets,199.23675450762818
postal_CH1774,2029,1774,Montagny (FR),201.1642163661582
postal_CH1692,2086,1692,Massonnens,200.82205270457692
postal_CH1633,2140,1633,Marsens,200.6133148404994
postal_CH1584,5464,1584,Vully-les-Lacs,198.1619972260748
postal_CH6440,1364,6440,Ingenbohl,196.7278779472954
postal_CH6353,1069,6353,Weggis,195.7073509015255
postal_CH6418,1370,6418,Rothenthurm,190.3115117891817
postal_CH3822,584,3822,Lauterbrunnen,191.68723994452156
postal_CH8059,62,8059,Kloten,195.32968099861284
postal_CH9105,3003,9105,Schönengrund,187.74077669902923
postal_CH7132,3603,7132,Vals,186.59514563106785
postal_CH1802,5883,1802,Corseaux,202.3221914008319
postal_CH1304,5481,1304,Dizy,198.87073509015252
postal_CH1041,5540,1041,Montilliez,201.0987517337033
postal_CH1071,5609,1071,Rivaz,200.8703190013869
postal_CH1077,5799,1077,Servion,200.5037447988905
postal_CH1853,5415,1853,Yvorne,199.54396671289874
postal_CH1271,5720,1271,Givrins,198.24632454923727
postal_CH1431,5937,1431,Vugelles-La Mothe,196.3194174757282
postal_CH1441,5933,1441,Valeyres-sous-Montagny,196.87891816920964
postal_CH1845,5408,1845,Noville,202.4780859916783
postal_CH1352,5742,1352,Agiez,197.83065187239959
postal_CH3997,6052,3997,Bellwald,201.23661581137318
postal_CH6596,5108,6596,Gordola,190.83245492371717
postal_CH8816,295,8816,Horgen,194.413176144244
postal_CH6300,1711,6300,Zug,196.09015256588083
postal_CH5323,4316,5323,Rietheim,191.91276005547846
postal_CH8180,53,8180,Bülach,194.37170596393892
postal_CH8607,119,8607,Seegräben,193.54049930651865
postal_CH8545,225,8545,Rickenbach (ZH),194.13952843273242
postal_CH3908,6289,3908,Saas-Balen,180.33647711511784
postal_CH5512,4046,5512,Wohlenschwil,193.95547850208072
postal_CH8864,1345,8864,Reichenburg,193.09764216366153
postal_CH7050,3921,7050,Arosa,192.61553398058246
postal_CH1200,6621,1200,Genève,203.32801664355046
postal_CH1290,6644,1290,Versoix,199.78002773925112
postal_CH1226,6640,1226,Thônex,203.09791955617203
postal_CH1214,6643,1214,Vernier,201.89472954230231
postal_CH1233,6607,1233,Bernex,202.45201109570036
postal_CH3938,6191,3938,Ausserberg,211.5859916782249
postal_CH8213,2904,8213,Neunkirch,192.28737864077667
postal_CH8598,4643,8598,Bottighofen,195.51081830790582
postal_CH3232,496,3232,Ins,196.75700416088756
postal_CH6867,5160,6867,Brusino Arsizio,186.5690707350903
postal_CH6946,5212,6946,Ponte Capriasca,189.48821081830792
postal_CH6988,5213,6988,Ponte Tresa,187.29445214979205
postal_CH4462,2857,4462,Rickenbach (BL),190.29140083217757
postal_CH8525,4601,8525,Neunforn,194.35159500693473
postal_CH7426,3662,7426,Flerden,200.17115117891808
postal_CH7425,3663,7425,Masein,200.1962552011096
postal_CH7413,3633,7413,Fürstenau,199.0862690707351
postal_CH7012,3731,7012,Felsberg,202.3359223300972
postal_CH4117,2783,4117,Burg im Leimental,190.96782246879337
postal_CH7062,3911,7062,Churwalden,124.6393897364771
postal_CH9422,3237,9422,Thal,191.60624133148406
postal_CH4126,2702,4126,Bettingen,173.3277392510403
postal_CH1926,6133,1926,Fully,205.6872399445215
postal_CH8852,1341,8852,Altendorf,193.86809986130365
postal_CH9055,3021,9055,Bühler,189.206796116505
postal_CH9037,3023,9037,Speicher,190.23245492371703
postal_CH8872,3316,8872,Weesen,193.28765603328696
postal_CH9620,3374,9620,Lichtensteig,190.39694868238558
postal_CH9643,3360,9643,Nesslau,187.62177531206643
postal_CH9038,3034,9038,Rehetobel,190.44244105409166
postal_CH4719,2428,4719,Mümliswil-Ramiswil,191.12538141470168
postal_CH9427,3038,9427,Wolfhalden,189.07947295423017
postal_CH6242,1146,6242,Wauwil,192.82441054091535
postal_CH6023,1040,6023,Rothenburg,193.01359223300986
postal_CH2736,711,2736,Sorvilier,188.65173370319002
postal_CH2538,442,2538,Romont (BE),191.39306518723993
postal_CH3252,755,3252,Worben,194.60388349514585
postal_CH3763,761,3763,Därstetten,199.42773925104026
postal_CH3510,607,3510,Freimettigen,197.94951456310665
postal_CH3663,867,3663,Gurzelen,195.93342579750347
postal_CH3654,938,3654,Sigriswil,198.30818307905702
postal_CH2603,450,2603,Péry-La Heutte,189.61303744798897
postal_CH3503,612,3503,Konolfingen,198.95589459084616
postal_CH3854,589,3854,Oberried am Brienzersee,193.54771151178926
postal_CH3203,668,3203,Mühleberg,198.22149791955616
postal_CH3179,666,3179,Kriechenwil,200.53578363384196
postal_CH3206,662,3206,Ferenbalm,199.4206657420248
postal_CH3629,868,3629,Jaberg,197.82690707350923
postal_CH2944,6775,2944,Bonfol,191.59556171983348
postal_CH3225,498,3225,Müntschemier,196.69819694868227
postal_CH3096,357,3096,Oberbalm,197.47101248266318
postal_CH4914,337,4914,Roggwil (BE),194.19237170596404
postal_CH9445,3255,9445,Rebstein,191.8843273231622
postal_CH7231,3863,7231,Jenaz,189.48418862690704
